acidity,sugar,alcohol,pH,sulphates,quality,quality_label
4.29,13.31,12.52,3.6,0.331,8,good
5.3,3.34,14.54,4.03,0.435,8,good
7.9,17.88,10.12,4.12,0.684,8,good
5.46,10.56,13.47,3.84,0.743,8,good
4.64,9.54,13.36,2.92,0.411,8,good
6.17,12.13,12.84,3.74,0.532,8,good
4.2,12.87,14.76,3.37,0.535,8,good
3.38,2.36,10.75,3.46,0.737,8,good
3.64,13.97,8.92,2.87,0.681,8,good
3.64,5.6,12.7,3.07,0.557,8,good
3.76,14.57,13.11,3.91,0.635,8,good
3.69,16.63,12.03,3.44,0.724,8,good
6.2,16.28,9.45,3.22,0.305,8,good
3.91,11.5,11.53,3.34,0.501,8,good
4.73,10.88,10.19,4.0,0.754,8,good
7.48,3.71,10.99,3.85,0.67,6,bad
5.37,15.73,12.52,3.18,0.571,8,good
6.34,6.16,13.22,2.96,0.565,8,good
3.86,10.44,9.63,3.15,0.474,8,good
3.96,6.4,10.84,4.09,0.56,8,good
3.2,3.54,9.88,3.61,0.628,8,good
3.84,12.96,9.39,3.55,0.509,8,good
4.39,2.03,13.48,3.63,0.657,8,good
3.89,15.22,14.36,3.31,0.731,8,good
3.44,7.03,10.59,3.93,0.377,8,good
3.6,1.0,13.26,3.53,0.526,8,good
5.3,10.71,14.28,2.96,0.504,8,good
4.03,1.89,13.92,2.98,0.644,8,good
4.82,6.25,9.28,3.55,0.425,7,good
5.52,14.43,14.69,4.11,0.62,8,good
6.45,2.19,10.64,3.23,0.739,8,good
3.2,16.95,10.37,4.02,0.509,8,good
7.0,1.07,8.44,3.87,0.756,6,bad
6.14,5.69,11.4,3.15,0.797,8,good
3.41,15.08,8.76,2.85,0.353,8,good
7.37,7.01,9.74,2.94,0.417,7,good
7.6,2.94,10.22,3.82,0.775,7,good
3.31,7.84,13.66,3.08,0.779,8,good
4.38,6.14,14.13,3.32,0.349,8,good
7.03,17.01,10.12,3.5,0.307,8,good
6.74,6.95,14.01,3.82,0.381,8,good
3.92,15.99,14.0,2.96,0.798,8,good
4.05,17.95,13.35,3.37,0.39,8,good
4.85,9.24,9.03,3.48,0.551,8,good
5.42,18.29,12.83,3.56,0.724,8,good
6.09,8.17,14.62,3.95,0.31,8,good
4.84,19.32,12.78,3.04,0.602,8,good
5.31,2.7,10.32,3.93,0.439,7,good
6.74,14.05,11.5,3.77,0.731,8,good
3.18,10.38,12.52,3.58,0.442,8,good
4.26,8.37,11.57,3.78,0.643,8,good
6.57,13.02,8.84,3.38,0.637,8,good
7.48,14.37,10.18,2.99,0.411,8,good
5.56,1.08,13.62,3.73,0.317,8,good
5.66,4.17,14.03,3.53,0.505,8,good
3.54,14.55,8.96,3.7,0.445,8,good
5.24,13.66,14.67,3.27,0.704,8,good
5.66,19.35,10.3,4.07,0.7,8,good
4.21,15.46,12.64,3.62,0.529,8,good
4.35,19.06,13.26,2.92,0.603,8,good
4.89,14.35,13.68,3.43,0.602,8,good
3.1,6.66,14.62,3.86,0.714,8,good
4.61,3.0,10.19,3.91,0.513,7,good
4.06,15.85,14.01,3.49,0.438,8,good
4.64,13.24,8.92,4.05,0.433,8,good
3.6,1.92,12.94,3.17,0.568,8,good
7.45,7.84,13.19,3.37,0.525,8,good
5.97,19.18,12.74,4.06,0.52,8,good
6.4,10.51,9.77,4.05,0.346,8,good
6.95,9.22,14.11,3.76,0.659,8,good
5.49,9.7,9.18,4.0,0.407,8,good
3.43,4.97,8.38,2.92,0.398,7,good
5.69,8.01,13.02,4.01,0.506,8,good
5.93,8.03,11.33,3.25,0.414,8,good
6.73,1.99,13.94,3.05,0.592,8,good
5.16,15.58,10.68,3.14,0.486,8,good
3.64,8.91,9.18,3.39,0.524,8,good
4.42,16.62,13.86,3.15,0.569,8,good
4.82,17.16,11.84,3.25,0.402,8,good
6.23,5.03,9.32,2.99,0.378,7,good
5.85,13.49,13.04,3.21,0.74,8,good
4.78,9.97,11.58,3.6,0.517,8,good
7.93,17.72,12.23,3.42,0.506,8,good
6.03,5.1,11.23,3.29,0.318,8,good
4.19,13.88,13.8,3.85,0.549,8,good
3.51,12.55,13.81,4.05,0.577,8,good
3.76,6.61,12.97,3.86,0.579,8,good
4.23,3.6,8.74,3.26,0.654,8,good
3.8,13.38,13.87,3.84,0.389,8,good
3.93,15.03,12.7,3.01,0.426,8,good
4.43,7.0,12.88,2.98,0.705,8,good
3.87,13.25,10.54,3.28,0.774,8,good
7.48,8.51,14.15,3.93,0.368,8,good
3.4,14.55,13.08,3.14,0.549,8,good
5.62,4.79,8.79,2.89,0.407,8,good
5.05,17.91,10.85,2.98,0.33,8,good
7.91,6.46,14.2,4.0,0.463,8,good
3.56,7.99,8.33,3.69,0.372,8,good
4.99,2.1,14.73,3.15,0.655,8,good
7.85,3.12,12.75,3.58,0.567,6,bad
7.33,10.8,12.42,3.54,0.372,8,good
7.09,6.08,9.89,3.72,0.305,8,good
4.29,16.87,9.74,3.13,0.704,8,good
3.85,1.28,14.59,4.01,0.388,8,good
6.34,8.2,10.09,3.23,0.603,8,good
7.65,7.41,13.43,3.77,0.468,8,good
5.78,1.37,10.75,2.82,0.593,8,good
5.86,3.36,8.97,3.32,0.458,8,good
4.4,8.86,8.08,3.29,0.343,6,bad
6.85,10.36,11.81,3.56,0.411,8,good
3.94,8.68,14.83,2.9,0.394,8,good
4.62,11.09,10.58,3.91,0.514,8,good
5.13,12.31,10.5,3.1,0.629,8,good
5.54,1.19,10.41,3.75,0.432,8,good
4.21,9.82,11.64,3.92,0.306,8,good
3.57,19.31,11.08,3.59,0.559,8,good
6.05,10.86,14.16,3.84,0.603,8,good
4.44,13.87,11.54,3.73,0.781,8,good
5.91,6.93,11.55,3.3,0.595,8,good
3.77,15.71,8.97,3.93,0.536,8,good
5.41,15.69,14.88,3.21,0.587,8,good
5.66,10.9,9.75,3.6,0.764,8,good
3.26,19.54,8.51,3.84,0.714,8,good
4.68,3.39,12.64,3.33,0.461,8,good
3.67,1.32,12.17,3.22,0.419,8,good
3.32,15.63,10.91,3.44,0.431,8,good
7.95,16.34,10.96,3.95,0.552,8,good
4.61,3.28,13.5,4.1,0.672,8,good
7.05,6.05,9.37,3.56,0.552,8,good
4.27,1.33,13.74,3.73,0.334,7,good
6.41,6.57,12.54,4.06,0.662,8,good
6.8,15.69,10.93,2.94,0.703,8,good
5.98,10.84,11.21,3.12,0.445,8,good
5.36,7.61,9.8,3.79,0.632,8,good
5.06,8.06,13.26,3.95,0.513,8,good
4.74,1.03,11.59,4.0,0.745,8,good
7.65,6.7,10.25,3.38,0.723,7,good
7.15,13.28,12.17,2.93,0.563,8,good
7.83,19.51,14.97,3.41,0.646,8,good
3.62,17.09,11.05,3.12,0.742,8,good
6.65,1.45,14.44,3.21,0.548,8,good
7.69,18.07,10.42,3.88,0.457,8,good
3.91,15.88,8.38,2.91,0.677,8,good
3.33,15.83,9.43,3.96,0.41,8,good
6.71,9.7,10.93,3.4,0.494,8,good
5.87,8.56,9.54,3.63,0.733,8,good
7.21,6.76,8.0,2.93,0.662,7,good
3.7,2.25,14.41,3.27,0.502,8,good
6.98,5.34,13.91,2.93,0.407,8,good
4.01,5.69,13.2,4.15,0.478,8,good
3.82,10.2,9.17,3.93,0.442,8,good
3.82,15.2,8.84,3.44,0.388,8,good
7.07,10.0,8.47,3.11,0.672,8,good
6.33,2.1,13.07,4.11,0.426,8,good
5.62,19.2,14.5,3.28,0.527,8,good
4.79,18.91,11.01,3.03,0.493,8,good
7.39,15.92,8.83,3.59,0.791,8,good
4.96,19.84,11.59,4.12,0.496,8,good
7.08,11.35,10.44,2.81,0.34,8,good
5.2,19.29,10.62,3.13,0.345,8,good
4.88,2.44,12.35,4.11,0.595,8,good
5.31,7.95,13.03,3.04,0.6,8,good
4.51,5.28,8.77,2.96,0.509,7,good
6.74,4.72,8.25,3.6,0.516,8,good
5.51,3.68,14.96,4.01,0.327,8,good
4.16,12.83,9.63,3.47,0.558,8,good
7.5,15.85,8.38,4.19,0.552,8,good
4.92,11.99,9.33,3.75,0.375,8,good
5.72,3.79,8.27,2.9,0.352,6,bad
7.53,16.41,10.74,4.19,0.362,8,good
6.12,13.08,13.62,3.37,0.351,8,good
3.58,8.38,10.39,3.2,0.605,8,good
7.7,13.81,11.11,3.58,0.398,8,good
6.14,5.94,12.73,3.23,0.426,8,good
4.67,7.56,11.56,2.92,0.387,8,good
3.7,18.43,14.03,2.8,0.779,8,good
6.97,6.52,14.06,3.43,0.727,8,good
6.1,9.93,8.07,3.97,0.415,8,good
5.67,17.91,13.45,3.6,0.464,8,good
7.47,14.45,11.23,4.2,0.405,8,good
6.94,2.18,14.92,3.2,0.546,8,good
3.76,3.8,11.38,3.19,0.31,8,good
4.56,1.15,14.91,3.02,0.636,8,good
4.24,12.99,13.28,3.03,0.562,8,good
6.72,9.51,9.74,3.2,0.749,8,good
3.17,3.55,11.77,3.91,0.382,8,good
5.85,19.2,14.94,4.07,0.702,8,good
6.81,11.06,14.0,4.17,0.696,8,good
7.38,5.6,8.68,3.13,0.364,6,bad
4.71,10.51,12.94,4.03,0.499,8,good
7.11,13.91,10.42,3.26,0.385,8,good
3.55,2.45,8.05,2.96,0.427,8,good
7.23,6.22,10.82,4.02,0.432,8,good
3.64,16.33,9.64,3.69,0.578,8,good
4.99,9.73,13.73,3.03,0.506,8,good
6.99,11.38,10.36,3.4,0.774,8,good
3.75,9.22,13.79,3.2,0.363,8,good
4.15,1.83,8.0,3.83,0.787,7,good
6.61,4.15,10.15,3.43,0.415,8,good
6.6,9.47,9.69,4.18,0.686,8,good
6.21,4.97,9.63,2.88,0.469,6,bad
6.47,1.95,8.48,3.3,0.372,5,bad
5.71,17.03,9.31,3.47,0.729,8,good
4.26,19.64,11.89,3.5,0.454,8,good
4.73,16.07,10.04,3.24,0.629,8,good
3.91,17.22,10.92,3.82,0.583,8,good
7.54,5.6,10.64,4.02,0.536,8,good
5.92,19.25,14.13,4.11,0.548,8,good
5.0,4.74,14.34,3.93,0.666,8,good
5.31,19.08,11.45,3.99,0.344,8,good
7.74,19.9,10.31,3.57,0.634,8,good
3.77,14.52,8.75,3.96,0.748,8,good
5.93,19.64,14.67,3.22,0.329,8,good
5.53,11.82,8.42,3.36,0.37,8,good
6.06,5.93,10.08,3.24,0.658,8,good
3.09,9.3,10.09,3.45,0.519,8,good
7.36,12.28,10.24,3.2,0.502,8,good
7.66,2.39,9.15,4.15,0.368,8,good
5.83,12.82,13.48,3.24,0.553,8,good
6.48,19.64,8.86,2.94,0.363,8,good
7.61,4.61,12.44,3.54,0.538,7,good
6.54,16.06,8.87,2.88,0.682,8,good
3.76,18.25,8.49,2.95,0.429,8,good
5.88,18.93,14.37,3.11,0.54,8,good
6.03,19.24,9.33,3.45,0.796,8,good
5.12,10.91,13.75,3.41,0.643,8,good
6.68,19.57,11.81,3.92,0.721,8,good
7.67,15.39,8.54,3.84,0.507,8,good
7.63,4.07,14.69,3.4,0.684,8,good
5.25,10.06,9.73,3.27,0.32,8,good
3.57,14.65,14.02,3.24,0.361,8,good
7.92,5.7,9.18,3.88,0.402,7,good
7.19,13.17,13.98,2.87,0.501,8,good
3.62,13.67,8.09,2.82,0.723,8,good
7.6,4.09,11.58,3.91,0.473,7,good
7.35,11.74,13.39,3.47,0.627,8,good
5.59,15.66,14.54,2.98,0.655,8,good
5.96,10.48,14.36,3.13,0.593,8,good
5.0,1.23,13.74,4.11,0.479,8,good
3.27,1.17,14.22,4.0,0.589,8,good
4.68,7.78,9.39,3.79,0.471,8,good
7.01,18.6,9.99,3.48,0.342,8,good
3.02,5.34,10.02,3.53,0.796,8,good
4.67,13.05,10.64,4.17,0.364,8,good
4.99,5.22,10.75,4.15,0.336,8,good
5.69,7.11,11.81,3.1,0.739,8,good
7.6,17.11,9.12,3.94,0.451,8,good
4.73,14.85,12.84,3.08,0.625,8,good
4.73,2.81,9.17,3.1,0.465,8,good
6.69,9.15,10.17,3.75,0.496,8,good
5.26,1.55,11.52,3.37,0.431,8,good
4.12,10.14,13.58,4.1,0.472,8,good
5.26,13.59,13.18,2.92,0.505,8,good
3.7,3.25,12.52,3.52,0.66,8,good
3.88,6.49,9.09,4.09,0.556,7,good
5.49,8.56,11.83,4.07,0.772,8,good
5.09,18.47,8.61,3.02,0.321,8,good
7.57,19.87,10.64,3.31,0.552,8,good
4.81,1.85,10.89,3.67,0.592,8,good
5.9,15.46,8.28,3.02,0.76,8,good
6.16,8.06,9.92,4.16,0.325,7,good
3.07,8.46,14.69,4.08,0.587,8,good
6.32,15.33,14.68,3.03,0.727,8,good
3.89,18.45,10.47,2.97,0.421,8,good
7.81,19.07,8.3,2.92,0.738,8,good
3.74,11.97,9.25,4.07,0.31,8,good
5.07,7.79,10.75,3.07,0.666,8,good
3.43,15.96,14.63,3.38,0.767,8,good
7.98,5.77,8.99,3.43,0.629,6,bad
5.51,11.72,13.34,3.64,0.52,8,good
5.98,7.81,8.76,2.9,0.322,8,good
3.34,13.48,14.87,3.12,0.76,8,good
6.75,5.57,10.67,4.1,0.535,8,good
4.05,4.64,13.43,4.07,0.314,8,good
7.49,18.45,10.4,3.89,0.645,8,good
4.03,2.93,12.39,2.83,0.541,8,good
3.95,10.61,9.34,3.26,0.362,8,good
3.18,5.2,9.02,3.68,0.407,8,good
5.36,1.74,14.57,3.19,0.332,8,good
5.82,1.68,14.42,4.07,0.587,8,good
3.33,4.33,14.21,3.69,0.611,8,good
6.88,17.47,12.38,2.9,0.553,8,good
5.27,6.37,13.66,4.07,0.709,8,good
5.62,19.06,8.48,4.14,0.731,8,good
5.2,12.05,10.34,2.91,0.608,8,good
5.0,9.3,10.2,3.55,0.306,8,good
5.8,12.02,12.45,3.22,0.648,8,good
3.78,10.82,10.49,3.35,0.509,8,good
3.91,15.42,9.04,3.05,0.583,8,good
7.31,6.37,12.18,3.61,0.625,8,good
7.73,7.71,13.7,4.14,0.475,8,good
4.87,17.99,10.67,3.5,0.759,8,good
4.35,18.98,8.93,2.92,0.367,8,good
6.22,17.96,9.38,3.67,0.636,8,good
5.04,8.97,9.66,3.28,0.302,8,good
3.13,15.83,10.1,4.0,0.762,8,good
3.78,10.05,12.5,3.41,0.356,8,good
6.58,10.45,12.21,3.07,0.347,8,good
6.29,4.89,12.87,3.07,0.467,8,good
3.14,12.23,10.54,3.88,0.487,8,good
4.11,4.54,13.77,3.17,0.407,8,good
4.16,7.3,9.43,3.87,0.593,8,good
6.36,17.25,11.28,3.09,0.521,8,good
3.1,4.93,13.61,3.25,0.317,8,good
3.52,2.35,9.26,3.45,0.46,6,bad
7.0,2.31,8.77,4.12,0.705,5,bad
3.89,18.87,14.19,4.1,0.645,8,good
6.26,10.63,10.4,3.09,0.662,8,good
4.19,8.78,12.79,3.3,0.649,8,good
3.5,16.41,8.18,3.01,0.455,8,good
4.22,16.88,12.83,3.51,0.35,8,good
6.61,7.31,10.21,3.44,0.436,6,bad
7.28,14.18,8.39,4.06,0.716,8,good
7.15,15.65,12.27,4.1,0.79,8,good
4.99,13.44,9.69,3.34,0.547,8,good
6.34,3.88,10.71,3.49,0.305,7,good
4.02,17.64,8.56,4.05,0.37,8,good
4.47,11.24,9.03,3.93,0.461,8,good
7.48,6.37,10.09,2.81,0.589,8,good
3.07,9.08,8.63,3.25,0.338,8,good
3.43,1.71,14.38,3.39,0.772,8,good
4.04,3.43,8.04,3.12,0.483,6,bad
3.13,15.55,11.39,3.08,0.756,8,good
3.91,1.0,8.86,2.85,0.69,7,good
5.92,8.91,10.15,3.7,0.678,8,good
5.11,10.93,14.48,3.17,0.603,8,good
7.46,2.04,9.13,2.87,0.613,4,bad
7.09,19.49,14.76,3.12,0.619,8,good
4.71,5.3,9.44,3.92,0.614,8,good
4.3,6.78,13.19,3.99,0.577,8,good
4.9,6.77,11.83,3.48,0.793,8,good
5.95,5.38,14.19,3.38,0.666,8,good
4.34,1.03,11.88,4.17,0.688,8,good
6.12,14.86,11.74,3.08,0.736,8,good
5.05,19.37,9.37,3.1,0.408,8,good
5.76,5.26,9.16,3.21,0.342,8,good
5.18,13.6,14.42,3.04,0.541,8,good
4.47,15.1,10.29,3.33,0.557,8,good
7.74,17.12,10.6,4.08,0.715,8,good
6.82,9.03,13.32,3.66,0.522,8,good
3.7,6.76,10.37,3.38,0.585,8,good
7.34,7.18,14.66,4.11,0.564,8,good
5.44,14.54,13.17,2.87,0.319,8,good
7.47,16.52,12.18,3.09,0.608,8,good
7.0,4.45,14.17,3.59,0.714,8,good
5.13,8.05,8.35,3.66,0.379,8,good
3.11,18.14,9.8,2.86,0.597,8,good
4.34,16.33,11.26,3.36,0.597,8,good
5.71,19.71,9.59,3.71,0.382,8,good
6.17,15.33,13.21,3.78,0.362,8,good
4.29,8.47,14.43,3.69,0.79,8,good
3.7,12.22,10.97,3.25,0.497,8,good
7.17,13.56,10.39,2.93,0.414,8,good
7.92,2.49,14.73,3.4,0.386,8,good
5.63,11.35,11.11,2.98,0.634,8,good
3.86,14.48,11.42,4.13,0.605,8,good
4.36,4.18,10.46,3.47,0.622,8,good
3.09,15.83,14.37,3.24,0.344,8,good
7.57,12.09,11.98,3.87,0.747,8,good
3.59,19.09,13.34,3.5,0.495,8,good
5.88,1.81,13.68,3.23,0.457,8,good
4.37,6.04,10.39,3.94,0.531,8,good
5.77,12.43,11.04,4.01,0.495,8,good
6.26,6.63,13.94,3.74,0.732,8,good
7.15,14.57,10.54,2.87,0.765,8,good
4.03,15.42,13.56,3.59,0.452,8,good
3.05,2.95,14.59,3.87,0.732,8,good
3.68,10.76,12.36,2.99,0.691,8,good
7.5,10.67,13.19,3.12,0.765,8,good
7.37,8.02,13.64,4.04,0.423,8,good
5.99,18.73,13.92,2.83,0.588,8,good
6.0,16.72,10.77,3.85,0.437,8,good
6.33,14.25,8.36,3.46,0.712,8,good
3.88,14.57,10.81,3.43,0.303,8,good
7.57,9.77,12.72,2.81,0.582,8,good
5.09,18.5,11.15,3.95,0.47,8,good
4.92,14.2,13.24,3.3,0.461,8,good
5.59,14.85,10.5,3.56,0.622,8,good
3.23,17.37,12.44,3.75,0.726,8,good
3.83,6.21,9.3,3.78,0.605,7,good
6.69,16.33,13.25,4.14,0.727,8,good
3.41,4.71,11.82,3.54,0.432,8,good
6.02,7.56,9.43,3.36,0.56,8,good
4.23,7.38,10.04,4.14,0.525,8,good
4.95,19.59,13.24,3.7,0.306,8,good
4.44,17.27,11.38,3.22,0.578,8,good
4.78,14.32,9.51,2.98,0.631,8,good
6.6,14.81,14.77,3.98,0.596,8,good
4.49,11.68,13.01,3.31,0.668,8,good
5.83,18.99,14.7,3.72,0.586,8,good
5.38,10.43,10.99,3.46,0.333,8,good
6.32,8.23,11.33,3.08,0.358,8,good
7.68,4.1,14.29,3.64,0.598,8,good
6.66,15.94,11.68,2.88,0.437,8,good
4.07,14.95,12.95,3.38,0.34,8,good
3.16,8.3,9.77,3.57,0.515,8,good
4.31,1.48,11.13,3.41,0.577,8,good
5.98,16.94,8.86,3.85,0.464,8,good
3.26,1.22,9.44,3.96,0.66,6,bad
5.48,14.37,8.01,3.88,0.622,8,good
5.98,19.43,8.27,2.85,0.466,8,good
4.67,9.32,14.84,3.07,0.677,8,good
6.85,5.46,9.7,3.55,0.624,7,good
3.53,14.39,12.64,4.11,0.619,8,good
3.38,16.53,13.87,3.97,0.577,8,good
6.64,11.38,11.85,3.98,0.306,8,good
5.48,19.37,9.07,3.22,0.648,8,good
6.44,1.98,13.1,3.4,0.488,8,good
5.17,10.59,12.2,3.46,0.771,8,good
4.23,14.65,13.12,3.02,0.709,8,good
7.1,17.39,13.39,2.84,0.594,8,good
7.0,4.41,14.83,4.13,0.426,8,good
6.47,16.2,12.01,3.14,0.402,8,good
4.36,11.5,10.39,3.14,0.47,8,good
5.95,8.53,12.54,2.92,0.538,8,good
4.8,3.5,8.48,4.1,0.448,6,bad
3.46,17.44,14.28,3.61,0.557,8,good
7.59,3.99,8.84,3.73,0.383,7,good
3.68,6.89,10.29,4.08,0.789,8,good
7.75,6.51,13.71,3.28,0.354,8,good
5.23,17.56,12.18,3.67,0.766,8,good
3.93,13.78,10.76,2.85,0.757,8,good
5.71,16.14,11.31,3.06,0.563,8,good
7.36,5.76,13.98,3.96,0.662,8,good
6.66,12.87,10.38,3.87,0.518,8,good
7.03,11.86,14.09,3.29,0.615,8,good
6.29,16.82,8.62,3.33,0.47,8,good
6.46,18.22,13.44,3.55,0.451,8,good
7.25,1.23,13.93,2.8,0.589,6,bad
4.25,13.81,9.27,3.14,0.549,8,good
5.45,1.98,11.01,3.09,0.59,8,good
4.11,11.43,9.16,3.15,0.443,8,good
7.94,6.47,12.95,3.93,0.483,8,good
7.72,6.83,11.75,3.19,0.342,8,good
3.2,7.71,12.45,3.07,0.326,8,good
6.53,12.8,9.38,3.51,0.427,8,good
7.63,7.35,9.48,4.01,0.337,8,good
3.9,14.92,8.29,3.14,0.352,8,good
5.84,8.69,10.25,2.91,0.706,8,good
7.58,2.3,11.92,3.3,0.319,6,bad
3.17,15.89,14.01,3.85,0.629,8,good
6.49,6.43,12.67,3.57,0.436,8,good
4.49,9.22,11.05,3.94,0.736,8,good
7.62,14.02,14.67,4.14,0.542,8,good
7.86,7.32,13.03,3.91,0.453,8,good
7.72,2.08,14.51,3.65,0.559,7,good
5.37,8.1,11.69,3.49,0.491,8,good
7.31,18.94,9.81,2.86,0.582,8,good
7.22,13.19,8.37,4.18,0.357,8,good
4.6,13.76,13.08,3.34,0.798,8,good
7.14,13.01,8.85,3.01,0.513,8,good
3.19,4.78,10.12,3.73,0.474,8,good
5.98,8.95,11.73,3.2,0.655,8,good
4.15,15.27,11.95,3.62,0.482,8,good
3.6,2.93,12.2,3.62,0.717,8,good
3.38,6.28,9.16,3.42,0.527,8,good
6.48,6.25,10.66,3.97,0.66,8,good
4.7,9.21,12.32,3.17,0.354,8,good
6.62,19.63,14.79,3.43,0.723,8,good
3.33,2.28,13.09,3.55,0.668,8,good
4.58,10.86,14.46,3.73,0.406,8,good
5.7,4.41,13.34,3.9,0.373,8,good
6.95,19.44,12.14,3.35,0.458,8,good
4.59,3.15,9.34,3.7,0.788,7,good
6.13,8.67,12.67,3.01,0.428,8,good
7.43,15.02,12.36,4.11,0.528,8,good
6.08,14.39,12.22,3.34,0.315,8,good
4.16,9.03,11.43,3.82,0.499,8,good
3.12,7.58,11.7,2.83,0.586,8,good
7.35,8.55,10.34,3.09,0.777,8,good
3.11,6.02,11.64,3.48,0.558,8,good
7.37,4.9,9.38,4.03,0.71,7,good
5.64,10.18,13.64,3.54,0.574,8,good
7.7,6.1,9.3,4.1,0.32,6,bad
6.99,6.46,8.59,3.48,0.458,7,good
7.99,13.48,11.05,3.49,0.588,8,good
4.75,19.4,12.61,2.97,0.775,8,good
6.84,12.47,11.06,3.92,0.73,8,good
5.01,2.46,9.94,3.15,0.414,7,good
5.4,2.44,11.91,4.06,0.41,8,good
6.14,19.08,10.43,4.08,0.401,8,good
7.37,6.65,14.53,4.12,0.761,8,good
7.92,2.75,14.46,3.53,0.726,8,good
6.84,12.38,11.52,3.75,0.687,8,good
5.09,12.85,10.3,3.89,0.496,8,good
5.11,13.32,13.16,2.98,0.552,8,good
6.69,6.08,8.26,3.64,0.532,5,bad
4.19,1.29,11.32,2.85,0.427,8,good
3.55,19.34,10.35,3.5,0.553,8,good
4.77,5.77,14.44,3.02,0.315,8,good
4.44,13.84,8.08,3.06,0.366,8,good
4.48,14.43,11.87,3.31,0.743,8,good
4.17,12.59,13.18,3.41,0.676,8,good
3.21,6.95,11.4,3.67,0.511,8,good
3.09,6.15,8.6,2.9,0.559,8,good
7.94,12.36,14.81,3.51,0.485,8,good
5.14,17.46,11.63,3.06,0.67,8,good
4.92,18.99,12.3,3.6,0.692,8,good
6.4,3.01,9.66,3.69,0.682,7,good
4.09,3.94,11.38,3.58,0.661,8,good
7.75,18.95,11.0,3.83,0.402,8,good
6.93,14.99,8.52,3.27,0.469,8,good
3.45,17.78,8.74,3.87,0.535,8,good
5.09,4.85,13.86,3.41,0.465,8,good
7.4,12.16,9.68,3.48,0.677,8,good
7.72,14.32,9.36,3.71,0.465,8,good
5.34,13.92,11.53,2.83,0.369,8,good
6.07,8.75,13.38,3.72,0.5,8,good
3.84,1.29,8.43,3.67,0.79,6,bad
7.96,12.08,12.04,3.23,0.413,8,good
4.16,5.81,8.83,2.92,0.606,8,good
7.71,9.55,8.26,2.93,0.516,8,good
6.25,19.19,8.37,4.09,0.336,8,good
6.04,8.58,13.84,3.76,0.544,8,good
5.56,16.96,8.83,2.98,0.651,8,good
4.15,4.58,8.32,3.3,0.557,8,good
3.88,13.78,11.07,3.63,0.736,8,good
4.1,19.56,13.91,3.97,0.444,8,good
3.93,2.94,9.84,2.86,0.343,8,good
6.9,1.16,10.95,3.13,0.768,6,bad
4.75,9.24,8.28,4.05,0.489,8,good
3.29,2.76,11.14,2.81,0.588,8,good
7.85,15.22,12.04,3.08,0.696,8,good
7.42,18.38,12.0,4.14,0.462,8,good
7.64,9.25,10.33,3.66,0.658,7,good
7.97,5.92,10.21,3.17,0.368,7,good
3.87,9.25,8.75,2.89,0.446,8,good
4.98,14.75,10.57,2.84,0.372,8,good
6.79,1.17,8.7,3.14,0.706,7,good
6.48,12.2,13.37,4.03,0.411,8,good
3.77,12.65,14.76,3.38,0.659,8,good
7.08,13.12,14.79,3.81,0.772,8,good
4.12,5.6,14.06,4.09,0.564,8,good
4.12,14.57,12.21,3.37,0.57,8,good
5.68,2.74,12.91,3.07,0.531,8,good
5.96,4.79,10.0,3.52,0.463,8,good
5.9,17.67,12.42,4.07,0.538,8,good
3.46,15.04,11.19,3.93,0.601,8,good
7.39,1.26,11.37,2.89,0.793,6,bad
4.33,5.72,13.3,3.77,0.769,8,good
3.65,5.07,9.97,3.6,0.731,8,good
7.44,6.15,10.23,4.07,0.745,8,good
7.78,5.7,14.47,2.97,0.534,8,good
7.31,2.19,8.39,3.55,0.629,5,bad
7.05,9.72,11.4,4.03,0.748,8,good
6.28,14.92,14.39,3.37,0.496,8,good
5.75,12.53,12.27,3.47,0.781,8,good
3.43,13.78,11.82,2.9,0.508,8,good
5.04,2.54,9.75,3.19,0.601,8,good
4.86,19.08,10.4,3.25,0.655,8,good
4.3,16.93,13.96,4.12,0.775,8,good
6.62,16.3,11.91,3.2,0.422,8,good
5.48,16.64,11.6,3.45,0.673,8,good
3.41,18.72,8.7,3.74,0.56,8,good
4.1,11.34,8.11,3.03,0.434,8,good
6.42,4.81,14.75,3.48,0.688,8,good
3.38,12.72,10.64,3.83,0.576,8,good
7.26,15.11,12.22,4.01,0.63,8,good
5.48,15.02,8.56,3.68,0.461,8,good
5.4,10.91,12.78,3.74,0.541,8,good
5.96,2.3,14.53,2.98,0.609,8,good
7.12,8.05,12.03,4.12,0.502,8,good
4.74,18.49,8.88,2.99,0.399,8,good
6.39,12.1,12.07,3.88,0.781,8,good
5.83,11.23,13.36,3.17,0.556,8,good
4.34,6.11,10.84,4.11,0.667,8,good
7.39,8.0,14.16,3.81,0.506,8,good
6.99,18.01,12.54,3.86,0.478,8,good
6.29,13.66,14.29,3.11,0.504,8,good
7.25,15.96,12.36,3.42,0.505,8,good
7.34,9.63,8.92,3.66,0.572,8,good
6.54,12.97,10.17,3.88,0.572,8,good
7.19,5.72,9.41,2.95,0.549,6,bad
6.49,14.4,14.36,4.15,0.367,8,good
6.4,9.12,13.32,4.05,0.548,8,good
6.09,9.41,12.73,3.18,0.385,8,good
6.76,13.34,10.11,3.95,0.363,8,good
3.79,18.79,9.29,3.53,0.766,8,good
7.4,2.22,13.3,3.45,0.602,8,good
7.36,16.67,11.32,3.24,0.63,8,good
3.15,6.56,9.58,3.61,0.501,8,good
