MovieID,Genre,Runtime,Budget,ReleaseYear,IMDbRating
MOV_0569,Horror,155,160.9,2011,2.0
MOV_0570,Comedy,134,185.9,1991,3.6
MOV_0571,Drama,150,81.6,2020,4.3
MOV_0572,Sci-Fi,100,181.3,2000,3.7
MOV_0573,Comedy,168,65.0,2017,3.0
MOV_0574,Drama,184,95.8,2021,4.1
MOV_0575,Horror,106,46.0,1994,1.9
MOV_0576,Horror,91,128.5,1999,2.4
MOV_0577,Action,83,195.8,2013,2.4
MOV_0578,Horror,157,121.1,2012,2.8
MOV_0579,Drama,153,72.2,2006,4.3
MOV_0580,Comedy,146,129.9,1990,4.0
MOV_0581,Drama,108,25.5,2020,3.8
MOV_0582,Horror,127,177.8,2020,2.8
MOV_0583,Drama,151,101.1,2023,4.5
MOV_0584,Comedy,140,90.4,1998,3.2
MOV_0585,Drama,199,117.6,2011,3.2
MOV_0586,Action,96,125.3,2002,4.4
MOV_0587,Action,163,15.3,2014,2.9
MOV_0588,Action,129,136.8,2007,3.0
MOV_0589,Action,131,49.1,2001,3.1
MOV_0590,Action,166,143.1,2006,2.6
MOV_0591,Action,163,164.7,2004,2.4
MOV_0592,Drama,199,161.0,2004,4.9
MOV_0593,Action,95,110.9,2004,2.6
MOV_0594,Comedy,92,104.5,2002,3.8
MOV_0595,Horror,167,29.4,2006,1.9
MOV_0596,Drama,149,155.3,2021,5.3
MOV_0597,Drama,113,55.0,1998,5.0
MOV_0598,Action,90,99.8,2009,2.6
MOV_0599,Action,90,57.6,2015,3.3
MOV_0600,Action,187,27.6,2016,2.1
MOV_0601,Action,103,126.3,2010,3.3
MOV_0602,Comedy,119,11.8,2007,3.4
MOV_0603,Action,107,150.0,2002,2.7
MOV_0604,Action,123,64.2,2005,2.8
MOV_0605,Action,88,1.0,1998,2.4
MOV_0606,Drama,142,102.7,2001,4.8
MOV_0607,Action,88,10.3,2008,2.9
MOV_0608,Comedy,176,56.0,1996,2.8
MOV_0609,Drama,108,141.7,2007,4.8
MOV_0610,Drama,145,13.5,2005,4.2
MOV_0611,Action,186,168.0,1993,2.7
MOV_0612,Sci-Fi,158,1.8,2014,1.4
MOV_0613,Drama,144,50.1,2021,3.6
MOV_0614,Action,119,148.4,2002,2.6
MOV_0615,Horror,120,63.9,2006,3.3
MOV_0616,Horror,160,21.3,1995,2.2
MOV_0617,Action,199,72.7,2008,2.2
MOV_0618,Comedy,159,54.8,2002,2.9
MOV_0619,Sci-Fi,147,168.7,2015,3.1
MOV_0620,Sci-Fi,168,63.4,2003,3.4
MOV_0621,Action,136,158.0,2020,4.1
MOV_0622,Action,87,178.5,1993,3.4
MOV_0623,Comedy,147,87.3,1997,3.9
MOV_0624,Drama,195,182.1,2014,4.1
MOV_0625,Drama,101,76.1,2002,4.7
MOV_0626,Comedy,163,192.9,2021,4.2
MOV_0627,Drama,104,18.8,2017,4.3
MOV_0628,Sci-Fi,144,137.7,2019,3.5
MOV_0629,Action,92,99.3,1992,3.6
MOV_0630,Comedy,134,78.1,2017,2.7
MOV_0631,Sci-Fi,171,126.9,1992,3.2
MOV_0632,Horror,122,141.1,2023,2.5
MOV_0633,Drama,160,1.9,2005,2.4
MOV_0634,Drama,175,34.2,2011,3.5
MOV_0635,Action,191,142.9,2021,2.3
MOV_0636,Comedy,108,133.6,1997,4.4
MOV_0637,Drama,128,193.2,1997,4.3
MOV_0638,Action,98,152.4,1995,3.1
MOV_0639,Comedy,199,190.2,2003,3.2
MOV_0640,Comedy,191,140.8,2021,2.4
MOV_0641,Action,145,60.3,1999,2.5
MOV_0642,Comedy,181,22.0,1992,1.8
MOV_0643,Action,143,156.6,2001,3.6
MOV_0644,Comedy,155,129.2,2020,3.3
MOV_0645,Action,91,10.6,2018,2.8
MOV_0646,Horror,171,72.7,1994,2.5
MOV_0647,Drama,95,191.4,2014,4.8
MOV_0648,Drama,179,100.6,2020,3.9
MOV_0649,Sci-Fi,174,87.1,2010,2.4
MOV_0650,Drama,165,92.1,2009,3.7
MOV_0651,Action,84,42.6,2011,2.8
MOV_0652,Drama,116,74.4,1993,4.4
MOV_0653,Drama,112,74.6,2002,4.5
MOV_0654,Sci-Fi,123,11.4,2009,2.9
MOV_0655,Comedy,91,153.7,2002,3.7
MOV_0656,Action,192,83.9,2006,2.6
MOV_0657,Comedy,146,164.6,2022,3.8
MOV_0658,Comedy,117,170.2,1990,3.6
MOV_0659,Drama,128,43.2,2004,4.0
MOV_0660,Drama,134,131.8,2002,4.7
MOV_0661,Comedy,152,95.0,2006,3.2
MOV_0662,Horror,142,176.2,2013,2.7
MOV_0663,Drama,190,43.9,1997,4.5
MOV_0664,Action,140,135.9,2016,3.1
MOV_0665,Action,199,121.9,2012,2.1
MOV_0666,Action,182,59.8,1997,2.0
MOV_0667,Action,105,28.2,1997,2.5
MOV_0668,Action,192,130.7,2015,1.8
MOV_0669,Action,94,148.0,2002,4.0
MOV_0670,Comedy,178,63.8,2017,1.8
MOV_0671,Action,126,129.3,2014,3.4
MOV_0672,Horror,185,79.6,2005,1.5
MOV_0673,Action,184,142.9,1991,2.4
MOV_0674,Drama,177,40.6,2007,3.4
MOV_0675,Comedy,175,178.2,2006,4.0
MOV_0676,Horror,117,58.2,2019,2.6
MOV_0677,Action,90,74.2,2002,3.8
MOV_0678,Comedy,128,12.6,2021,3.6
MOV_0679,Horror,101,23.2,2018,2.5
MOV_0680,Horror,163,103.7,2019,1.7
MOV_0681,Sci-Fi,122,54.3,2007,3.2
MOV_0682,Comedy,197,167.3,2002,2.7
MOV_0683,Action,157,3.9,2010,1.6
MOV_0684,Drama,179,76.4,2019,4.0
MOV_0685,Horror,96,68.1,2010,2.7
MOV_0686,Drama,183,4.8,2006,3.3
MOV_0687,Drama,191,25.7,2008,3.8
MOV_0688,Comedy,138,83.3,2004,3.4
MOV_0689,Sci-Fi,153,99.1,1998,3.4
MOV_0690,Action,172,81.5,1999,2.3
MOV_0691,Comedy,101,106.7,2020,4.5
MOV_0692,Comedy,140,119.4,2012,3.2
MOV_0693,Drama,128,3.0,2019,4.1
MOV_0694,Action,98,93.4,2022,2.6
MOV_0695,Action,124,192.7,1998,3.1
MOV_0696,Drama,88,104.3,1990,4.8
MOV_0697,Comedy,83,135.8,2000,4.3
MOV_0698,Drama,96,63.1,2023,5.2
MOV_0699,Action,196,155.0,2005,1.9
MOV_0700,Drama,146,154.8,1998,4.0
MOV_0701,Drama,196,104.7,2021,3.2
MOV_0702,Action,132,195.2,2004,3.9
MOV_0703,Comedy,117,26.0,2001,3.5
MOV_0704,Action,141,4.4,2022,1.5
MOV_0705,Action,133,154.3,2003,3.0
MOV_0706,Horror,93,161.6,1997,3.7
MOV_0707,Comedy,157,24.9,1997,2.8
MOV_0708,Sci-Fi,106,53.9,2016,3.3
MOV_0709,Comedy,154,4.5,2001,2.0
MOV_0710,Drama,158,59.4,1990,3.6
MOV_0711,Sci-Fi,98,154.9,2000,4.4
MOV_0712,Drama,87,104.1,2020,5.9
MOV_0713,Drama,174,70.3,2006,3.5
MOV_0714,Comedy,135,75.0,2022,4.1
MOV_0715,Comedy,87,1.3,2021,2.5
MOV_0716,Horror,199,60.7,2018,2.0
MOV_0717,Sci-Fi,87,129.6,2010,4.6
MOV_0718,Horror,163,194.9,2010,2.4
MOV_0719,Action,198,169.6,2012,2.4
MOV_0720,Sci-Fi,109,5.7,1995,3.1
MOV_0721,Horror,97,179.8,2011,2.5
MOV_0722,Action,95,156.9,1997,4.1
MOV_0723,Action,116,156.3,2000,3.4
MOV_0724,Sci-Fi,92,92.1,2013,3.4
MOV_0725,Drama,163,80.2,2010,3.9
MOV_0726,Sci-Fi,87,61.3,1991,3.0
MOV_0727,Action,141,14.1,2008,2.1
MOV_0728,Sci-Fi,200,46.4,2017,2.3
MOV_0729,Action,178,50.1,2006,1.9
MOV_0730,Action,154,97.3,1995,2.8
MOV_0731,Action,117,149.7,2008,3.6
MOV_0732,Sci-Fi,155,95.3,2017,3.0
MOV_0733,Drama,143,12.5,1991,4.2
MOV_0734,Drama,131,191.6,1993,4.4
MOV_0735,Comedy,96,188.6,2011,4.6
MOV_0736,Horror,186,157.3,2015,2.2
MOV_0737,Comedy,134,198.3,2002,4.5
MOV_0738,Sci-Fi,103,109.4,2021,4.9
MOV_0739,Comedy,124,192.6,2006,3.6
MOV_0740,Comedy,130,16.0,2008,2.8
MOV_0741,Drama,179,73.8,2017,3.9
MOV_0742,Comedy,168,45.9,1990,3.3
MOV_0743,Sci-Fi,172,40.0,2007,3.3
MOV_0744,Drama,81,29.0,2022,4.4
MOV_0745,Action,130,124.9,2001,3.3
MOV_0746,Horror,138,156.5,1997,2.6
MOV_0747,Comedy,82,116.1,2013,4.4
MOV_0748,Drama,111,30.2,2005,5.2
MOV_0749,Horror,171,162.4,1993,2.2
MOV_0750,Drama,96,127.6,2016,4.2
MOV_0751,Action,144,78.2,1998,3.2
MOV_0752,Horror,106,135.2,2005,2.5
MOV_0753,Drama,81,52.7,2001,4.8
MOV_0754,Comedy,109,69.7,2020,4.1
MOV_0755,Action,197,183.6,2013,2.7
MOV_0756,Sci-Fi,176,58.8,2003,2.7
MOV_0757,Drama,195,94.5,2014,3.6
MOV_0758,Drama,139,178.1,2023,3.2
MOV_0759,Horror,93,141.8,1992,3.4
MOV_0760,Sci-Fi,146,13.4,2013,2.5
MOV_0761,Action,135,30.3,1998,3.4
MOV_0762,Comedy,181,2.6,2015,2.2
MOV_0763,Action,92,126.6,2009,3.3
MOV_0764,Sci-Fi,139,90.1,1999,3.8
MOV_0765,Action,98,27.7,2008,3.6
MOV_0766,Drama,119,191.6,1992,4.8
MOV_0767,Sci-Fi,168,106.4,2013,3.6
MOV_0768,Horror,137,49.1,1994,2.0
MOV_0769,Comedy,125,100.6,1992,3.7
MOV_0770,Sci-Fi,127,136.2,2016,3.8
MOV_0771,Action,135,16.2,2005,2.9
MOV_0772,Sci-Fi,174,55.7,2004,3.1
MOV_0773,Action,187,161.6,2001,2.5
MOV_0774,Comedy,195,92.5,2015,3.5
MOV_0775,Sci-Fi,174,109.8,2023,2.9
MOV_0776,Action,118,87.1,2012,2.9
MOV_0777,Action,163,9.7,2020,1.8
MOV_0778,Sci-Fi,133,34.0,2009,4.0
MOV_0779,Sci-Fi,111,89.7,2001,3.2
MOV_0780,Drama,181,42.6,2012,4.5
MOV_0781,Drama,85,10.9,1993,3.8
MOV_0782,Drama,188,168.9,2012,4.4
MOV_0783,Comedy,135,196.3,1990,3.9
MOV_0784,Comedy,156,158.8,2014,4.3
MOV_0785,Action,159,170.9,1991,2.6
MOV_0786,Horror,187,49.2,2019,1.3
MOV_0787,Drama,156,192.2,1992,4.5
MOV_0788,Comedy,154,40.2,2010,3.9
MOV_0789,Drama,88,190.3,2014,4.8
MOV_0790,Horror,142,199.0,2009,1.4
MOV_0791,Action,98,142.6,2011,3.5
MOV_0792,Drama,168,196.2,2010,4.9
MOV_0793,Drama,141,114.3,2022,4.0
MOV_0794,Drama,162,52.6,2004,4.5
MOV_0795,Action,85,88.0,2004,3.0
MOV_0796,Horror,90,119.1,2014,3.0
MOV_0797,Horror,166,15.5,2010,2.0
MOV_0798,Drama,89,124.8,2013,4.5
MOV_0799,Drama,89,196.3,1994,5.3
MOV_0800,Horror,81,38.8,1995,3.4
MOV_0801,Sci-Fi,195,158.7,2012,3.1
MOV_0802,Action,169,181.7,1993,2.5
MOV_0803,Drama,122,188.8,2016,5.6
MOV_0804,Drama,116,192.1,2007,5.3
MOV_0805,Comedy,122,104.8,2010,2.7
MOV_0806,Sci-Fi,173,195.5,2017,3.6
MOV_0807,Horror,159,151.7,2011,2.1
MOV_0808,Horror,102,33.2,2012,2.6
MOV_0809,Drama,101,95.9,1992,5.4
MOV_0810,Action,92,143.9,1999,3.3
MOV_0811,Horror,159,50.2,2014,1.3
MOV_0812,Sci-Fi,172,128.5,1997,3.8
MOV_0813,Action,112,133.7,2000,3.9
MOV_0814,Horror,83,33.4,1994,2.7
MOV_0815,Horror,90,113.5,2018,3.4
MOV_0816,Drama,196,154.6,1994,3.9
MOV_0817,Drama,115,100.3,1998,4.8
MOV_0818,Comedy,172,3.4,1991,2.1
MOV_0819,Action,155,2.8,1990,1.6
MOV_0820,Comedy,126,72.0,2019,3.7
MOV_0821,Sci-Fi,105,185.3,2000,3.2
MOV_0822,Action,95,46.5,2017,3.1
MOV_0823,Comedy,154,127.2,2001,3.6
MOV_0824,Comedy,173,45.2,2015,3.8
MOV_0825,Drama,157,65.0,2002,3.6
MOV_0826,Horror,144,169.8,1997,2.9
MOV_0827,Comedy,85,146.0,2017,4.5
MOV_0828,Comedy,196,20.0,2019,1.5
MOV_0829,Sci-Fi,176,86.3,1998,3.1
MOV_0830,Drama,115,6.8,2020,4.4
MOV_0831,Action,198,96.7,2010,2.7
MOV_0832,Drama,152,132.8,2023,4.4
MOV_0833,Action,150,24.6,2020,2.6
MOV_0834,Action,170,58.5,2014,2.6
MOV_0835,Drama,177,80.2,2001,3.2
MOV_0836,Comedy,159,184.0,1990,3.6
MOV_0837,Horror,95,198.7,2011,3.0
MOV_0838,Comedy,121,9.9,1990,2.6
MOV_0839,Drama,191,152.4,1990,5.3
MOV_0840,Drama,107,75.0,2010,5.4
MOV_0841,Action,125,79.1,2004,2.5
MOV_0842,Drama,132,151.1,2006,4.9
MOV_0843,Action,133,183.8,2011,4.0
MOV_0844,Horror,154,190.2,2005,1.8
MOV_0845,Action,193,115.8,1997,2.5
MOV_0846,Comedy,109,72.1,2006,3.8
MOV_0847,Action,95,157.7,2006,2.9
MOV_0848,Horror,104,50.9,2015,2.8
MOV_0849,Drama,186,113.3,2002,4.6
MOV_0850,Drama,157,72.4,2006,5.0
MOV_0851,Action,114,131.7,2006,3.2
MOV_0852,Sci-Fi,178,48.8,2003,3.9
MOV_0853,Action,183,39.1,1995,1.2
MOV_0854,Horror,182,183.7,2003,2.4
MOV_0855,Action,190,21.3,1997,1.3
MOV_0856,Action,110,101.7,2004,3.3
MOV_0857,Action,171,44.9,2016,2.2
MOV_0858,Drama,135,8.7,2002,4.1
MOV_0859,Drama,181,8.2,2020,3.3
MOV_0860,Action,167,35.9,1995,2.0
MOV_0861,Sci-Fi,173,173.5,1994,2.7
MOV_0862,Drama,159,57.2,2011,5.1
MOV_0863,Drama,101,190.1,2012,5.3
MOV_0864,Comedy,145,116.7,2014,2.6
MOV_0865,Comedy,198,87.9,2023,3.1
MOV_0866,Drama,192,116.4,2015,3.9
MOV_0867,Action,85,103.8,1994,3.5
MOV_0868,Action,100,152.0,2015,3.9
MOV_0869,Horror,96,57.2,2009,3.3
MOV_0870,Horror,167,71.3,1995,1.7
MOV_0871,Comedy,178,178.9,1995,3.3
MOV_0872,Comedy,106,189.3,2007,3.7
MOV_0873,Drama,141,178.6,1993,4.9
MOV_0874,Comedy,181,84.5,2006,2.9
MOV_0875,Action,168,156.3,2003,2.9
MOV_0876,Action,145,95.8,2003,2.8
MOV_0877,Sci-Fi,151,100.0,2002,3.1
MOV_0878,Drama,141,41.7,1996,5.1
MOV_0879,Action,116,118.6,2004,4.5
MOV_0880,Action,148,38.0,2008,2.8
MOV_0881,Action,163,67.0,2006,2.6
MOV_0882,Drama,185,171.2,2008,3.4
MOV_0883,Action,156,42.2,2009,2.2
MOV_0884,Action,171,15.2,2021,2.0
MOV_0885,Sci-Fi,99,14.7,2013,2.8
MOV_0886,Action,135,188.2,2006,2.9
MOV_0887,Drama,81,101.9,1996,5.9
MOV_0888,Action,110,82.5,1990,3.2
MOV_0889,Action,167,162.4,2021,2.9
MOV_0890,Action,199,167.3,2002,2.2
MOV_0891,Sci-Fi,92,67.1,1995,4.2
MOV_0892,Horror,128,139.0,2003,2.6
MOV_0893,Sci-Fi,176,154.5,2004,2.8
MOV_0894,Comedy,104,131.3,1993,3.1
MOV_0895,Drama,147,31.2,2005,4.0
MOV_0896,Action,168,175.3,2017,2.6
MOV_0897,Comedy,154,108.3,2005,4.2
MOV_0898,Horror,103,57.2,1993,3.6
MOV_0899,Action,123,85.6,2015,2.5
MOV_0900,Action,174,8.5,2017,1.3
MOV_0901,Action,147,26.4,2021,2.4
MOV_0902,Action,81,153.3,1991,3.3
MOV_0903,Action,171,1.0,2020,1.4
MOV_0904,Drama,84,83.9,1992,4.8
MOV_0905,Comedy,169,105.0,1997,3.3
MOV_0906,Horror,104,11.9,2013,2.7
MOV_0907,Sci-Fi,195,194.6,2004,2.4
MOV_0908,Comedy,124,46.0,2020,3.9
MOV_0909,Comedy,119,61.5,1998,3.2
MOV_0910,Comedy,98,61.5,1991,4.8
MOV_0911,Drama,117,46.9,1997,5.3
MOV_0912,Comedy,185,1.3,1996,1.7
MOV_0913,Drama,200,146.1,2005,3.5
MOV_0914,Comedy,124,193.4,2019,3.3
MOV_0915,Drama,134,45.6,1999,4.7
MOV_0916,Comedy,167,132.9,2007,3.3
MOV_0917,Comedy,186,148.6,1994,3.6
MOV_0918,Horror,151,169.8,2018,3.6
MOV_0919,Sci-Fi,127,85.1,2023,3.0
MOV_0920,Action,130,61.3,2012,2.3
MOV_0921,Horror,163,65.7,1994,2.2
MOV_0922,Drama,80,142.8,2019,5.8
MOV_0923,Horror,154,163.5,1995,2.0
MOV_0924,Sci-Fi,123,37.1,1993,3.2
MOV_0925,Comedy,175,74.8,2018,3.7
MOV_0926,Action,91,180.5,2012,2.8
MOV_0927,Comedy,151,161.5,1995,3.6
MOV_0928,Drama,138,197.0,2021,4.4
MOV_0929,Drama,157,151.1,2007,4.5
MOV_0930,Comedy,88,79.2,2004,4.3
MOV_0931,Action,150,118.5,2021,3.0
MOV_0932,Sci-Fi,147,132.5,1998,2.8
MOV_0933,Horror,147,16.6,1999,1.6
MOV_0934,Drama,152,109.4,2009,5.1
MOV_0935,Action,161,142.2,1995,3.0
MOV_0936,Comedy,177,34.3,1992,3.2
MOV_0937,Action,112,156.3,2000,3.5
MOV_0938,Horror,179,117.2,2006,2.5
MOV_0939,Action,140,190.5,2021,3.0
MOV_0940,Drama,89,9.4,1993,3.9
MOV_0941,Comedy,87,53.8,1993,4.2
MOV_0942,Drama,120,120.7,2006,5.3
MOV_0943,Drama,174,60.0,2008,3.5
MOV_0944,Sci-Fi,165,143.2,1994,2.9
MOV_0945,Action,175,152.0,2021,2.7
MOV_0946,Action,142,21.4,2011,3.3
MOV_0947,Action,133,103.3,1995,3.3
MOV_0948,Horror,98,102.3,2011,2.2
MOV_0949,Horror,119,74.5,1990,2.6
MOV_0950,Drama,132,186.7,2009,4.6
MOV_0951,Drama,91,165.7,2011,4.5
MOV_0952,Drama,106,139.7,2000,4.9
MOV_0953,Action,152,143.2,2002,2.8
MOV_0954,Horror,168,92.9,1992,2.0
MOV_0955,Comedy,200,184.3,1998,2.9
MOV_0956,Comedy,192,139.2,2001,3.8
MOV_0957,Drama,157,146.1,2012,4.2
MOV_0958,Action,131,172.5,2003,3.3
MOV_0959,Action,156,55.5,2022,2.6
MOV_0960,Sci-Fi,174,161.6,2007,2.8
MOV_0961,Action,94,39.9,1998,3.2
MOV_0962,Drama,129,69.7,2012,4.5
MOV_0963,Action,181,67.8,1999,2.5
MOV_0964,Comedy,126,195.7,2008,3.4
MOV_0965,Comedy,149,171.5,1994,3.5
MOV_0966,Comedy,151,140.5,2012,3.9
MOV_0967,Sci-Fi,102,145.7,2019,3.7
MOV_0968,Comedy,123,112.9,2014,3.8
MOV_0969,Drama,120,189.5,2017,5.0
MOV_0970,Drama,83,99.8,2023,5.3
MOV_0971,Drama,83,76.7,2014,5.3
MOV_0972,Horror,180,33.4,1999,1.7
MOV_0973,Sci-Fi,113,157.5,2003,3.2
MOV_0974,Action,142,147.2,2019,2.5
MOV_0975,Action,116,77.5,2014,3.7
MOV_0976,Comedy,193,6.0,2003,2.5
MOV_0977,Drama,111,168.0,2023,5.3
MOV_0978,Action,132,3.3,1999,2.4
MOV_0979,Drama,185,141.0,2000,4.1
MOV_0980,Drama,181,194.1,2000,4.0
MOV_0981,Comedy,102,88.1,2010,3.3
MOV_0982,Sci-Fi,176,47.8,2010,2.2
MOV_0983,Action,135,141.3,2011,3.7
MOV_0984,Action,138,163.6,1996,2.9
MOV_0985,Sci-Fi,96,109.7,2006,4.3
MOV_0986,Drama,90,193.4,1991,5.1
MOV_0987,Drama,167,11.3,2001,3.2
MOV_0988,Comedy,140,101.5,2007,2.9
MOV_0989,Action,132,144.0,2000,2.9
MOV_0990,Sci-Fi,168,172.7,2005,3.9
MOV_0991,Sci-Fi,172,36.7,2007,2.1
MOV_0992,Drama,99,160.2,2015,6.1
MOV_0993,Comedy,153,111.0,2005,3.0
MOV_0994,Drama,96,79.9,1995,5.2
MOV_0995,Comedy,170,27.2,2001,2.7
MOV_0996,Action,159,173.2,2002,2.8
MOV_0997,Horror,195,32.3,1993,1.0
MOV_0998,Action,88,62.6,1991,3.3
MOV_0999,Horror,87,58.7,2015,2.3
MOV_1000,Comedy,114,174.4,2016,3.1
