MachineID,Timestamp,Temperature,Vibration,Pressure,RPM,OperatingHours,LastMaintenanceDays,Failure
25,2024-01-02 19:00:00,65.31,0.599,114.42,1436.0,1274.2,26,0
25,2024-01-02 20:00:00,68.63,1.186,110.14,1376.0,1256.7,28,0
25,2024-01-02 21:00:00,66.67,0.902,112.48,1373.9,1251.4,33,0
25,2024-01-02 22:00:00,67.92,0.754,108.0,1421.1,1176.8,24,0
25,2024-01-02 23:00:00,66.61,1.138,111.37,1322.7,1198.5,20,0
25,2024-01-03 00:00:00,66.84,0.814,111.23,1376.8,1404.9,32,0
25,2024-01-03 01:00:00,67.46,1.072,111.97,1441.7,1377.4,24,0
26,2024-01-01 00:00:00,62.78,1.562,83.83,1236.2,1194.2,28,0
26,2024-01-01 01:00:00,63.39,1.981,83.6,1288.6,1396.2,29,0
26,2024-01-01 02:00:00,63.06,1.933,82.11,1251.0,1362.9,26,0
26,2024-01-01 03:00:00,63.57,2.168,80.18,1294.3,1288.6,27,0
26,2024-01-01 04:00:00,65.01,1.957,86.08,1231.9,1323.1,31,0
26,2024-01-01 05:00:00,63.19,1.901,81.4,1260.1,1418.0,34,0
26,2024-01-01 06:00:00,65.61,2.274,86.02,1272.1,1320.2,32,0
26,2024-01-01 07:00:00,64.18,1.557,90.31,1240.5,1412.7,31,0
26,2024-01-01 08:00:00,66.02,1.866,81.5,1282.1,1186.6,32,0
26,2024-01-01 09:00:00,66.15,1.978,86.29,1298.7,1414.3,32,0
26,2024-01-01 10:00:00,61.92,2.01,85.37,1242.6,1329.4,23,0
26,2024-01-01 11:00:00,64.26,2.157,89.08,1277.6,1368.9,32,0
26,2024-01-01 12:00:00,63.32,2.107,74.64,1272.3,1341.2,35,0
26,2024-01-01 13:00:00,62.72,2.167,86.35,1264.4,1436.7,36,0
26,2024-01-01 14:00:00,61.34,1.644,84.13,1264.4,1262.8,25,0
26,2024-01-01 15:00:00,66.08,1.597,83.1,1226.7,1323.7,31,0
26,2024-01-01 16:00:00,65.0,1.576,86.14,1274.9,1222.3,32,0
26,2024-01-01 17:00:00,61.74,2.225,84.48,1281.3,1221.2,31,0
26,2024-01-01 18:00:00,68.52,2.26,86.08,1294.1,1292.8,20,0
26,2024-01-01 19:00:00,69.92,1.901,85.1,1222.3,1275.4,31,0
26,2024-01-01 20:00:00,66.76,2.153,82.0,1303.1,1234.8,26,0
26,2024-01-01 21:00:00,67.72,1.918,82.26,1213.6,1386.0,22,0
26,2024-01-01 22:00:00,67.94,1.769,80.03,1278.0,1334.5,29,0
26,2024-01-01 23:00:00,69.99,2.331,88.66,1274.2,1335.5,19,0
26,2024-01-02 00:00:00,65.97,1.715,89.15,1306.2,1325.6,30,0
26,2024-01-02 01:00:00,64.67,2.136,82.77,1261.4,1405.6,31,0
26,2024-01-02 02:00:00,66.28,2.297,86.7,1292.0,1261.5,29,0
26,2024-01-02 03:00:00,63.18,1.944,81.09,1272.3,1298.6,26,0
26,2024-01-02 04:00:00,61.94,1.961,80.45,1278.2,1281.4,26,0
26,2024-01-02 05:00:00,66.82,2.105,87.61,1239.3,1322.6,35,0
26,2024-01-02 06:00:00,65.45,1.968,88.51,1219.9,1457.8,33,0
26,2024-01-02 07:00:00,66.7,2.222,83.76,1227.5,1290.8,24,0
26,2024-01-02 08:00:00,61.06,2.151,83.5,1252.6,1205.8,32,0
26,2024-01-02 09:00:00,69.21,1.522,90.32,1272.9,1238.9,25,0
26,2024-01-02 10:00:00,64.6,1.564,80.57,1255.7,1341.3,42,0
26,2024-01-02 11:00:00,65.46,1.917,89.88,1231.2,1206.6,35,0
26,2024-01-02 12:00:00,67.85,1.997,85.9,1266.4,1242.1,37,0
26,2024-01-02 13:00:00,66.59,1.511,86.45,1249.0,1276.6,39,0
26,2024-01-02 14:00:00,70.23,1.966,83.77,1217.1,1350.1,34,0
26,2024-01-02 15:00:00,69.67,2.325,85.02,1220.3,1447.2,38,0
26,2024-01-02 16:00:00,67.1,1.921,83.8,1272.7,1414.8,29,0
26,2024-01-02 17:00:00,65.24,2.204,88.4,1239.3,1274.4,28,0
26,2024-01-02 18:00:00,67.45,2.318,86.0,1304.8,1449.0,35,0
26,2024-01-02 19:00:00,63.03,1.913,84.37,1252.0,1307.8,22,0
26,2024-01-02 20:00:00,66.47,2.455,86.56,1238.9,1252.3,35,0
26,2024-01-02 21:00:00,66.0,2.055,84.11,1224.4,1315.8,20,0
26,2024-01-02 22:00:00,64.88,1.771,81.35,1300.8,1363.2,42,0
26,2024-01-02 23:00:00,59.77,1.516,86.74,1269.8,1346.2,29,0
26,2024-01-03 00:00:00,68.09,1.895,81.74,1253.0,1443.6,27,0
26,2024-01-03 01:00:00,66.67,1.61,75.38,1245.5,1481.3,32,0
27,2024-01-01 00:00:00,73.68,1.843,96.29,1223.4,1423.8,33,0
27,2024-01-01 01:00:00,70.48,1.242,97.63,1168.3,1313.1,19,0
27,2024-01-01 02:00:00,72.24,1.44,104.36,1180.5,1479.7,34,0
27,2024-01-01 03:00:00,70.98,1.097,97.77,1158.8,1306.1,25,0
27,2024-01-01 04:00:00,70.96,1.178,99.91,1192.3,1385.0,30,0
27,2024-01-01 05:00:00,68.72,1.898,96.83,1166.2,1225.8,33,0
27,2024-01-01 06:00:00,69.63,1.062,95.01,1245.0,1310.0,34,0
27,2024-01-01 07:00:00,72.72,1.5,99.09,1166.0,1429.8,28,0
27,2024-01-01 08:00:00,68.71,1.164,104.54,1173.3,1376.3,29,0
27,2024-01-01 09:00:00,71.01,1.075,100.21,1225.3,1419.8,39,0
27,2024-01-01 10:00:00,72.68,1.146,98.2,1177.8,1348.7,25,0
27,2024-01-01 11:00:00,70.26,1.297,107.1,1184.8,1287.5,36,0
27,2024-01-01 12:00:00,70.99,1.124,104.6,1159.3,1275.8,29,0
27,2024-01-01 13:00:00,72.0,1.666,99.95,1208.2,1295.6,29,0
27,2024-01-01 14:00:00,69.43,2.014,106.47,1210.4,1377.0,41,0
27,2024-01-01 15:00:00,70.1,1.234,102.11,1242.3,1300.1,30,0
27,2024-01-01 16:00:00,75.45,1.279,101.48,1140.6,1439.5,28,0
27,2024-01-01 17:00:00,71.3,1.051,93.55,1206.7,1334.4,38,0
27,2024-01-01 18:00:00,67.75,0.739,102.74,1202.8,1288.9,28,0
27,2024-01-01 19:00:00,74.44,1.549,103.88,1189.7,1373.7,31,0
27,2024-01-01 20:00:00,69.22,1.92,96.69,1242.4,1390.7,28,0
27,2024-01-01 21:00:00,66.91,1.147,100.02,1180.4,1441.0,27,0
27,2024-01-01 22:00:00,66.69,1.061,99.75,1231.0,1275.5,31,0
27,2024-01-01 23:00:00,73.0,1.231,97.99,1216.7,1367.3,29,0
27,2024-01-02 00:00:00,71.55,1.176,102.88,1241.6,1436.0,33,0
27,2024-01-02 01:00:00,73.73,1.224,102.23,1192.6,1286.7,36,0
27,2024-01-02 02:00:00,72.38,1.333,95.21,1193.3,1501.8,29,0
27,2024-01-02 03:00:00,74.81,1.337,106.18,1189.0,1421.7,31,0
27,2024-01-02 04:00:00,71.04,1.566,101.58,1187.2,1435.5,23,0
27,2024-01-02 05:00:00,67.36,0.666,105.1,1214.0,1425.2,32,0
27,2024-01-02 06:00:00,66.95,1.721,99.44,1138.2,1493.6,36,0
27,2024-01-02 07:00:00,68.43,1.212,99.54,1172.3,1390.1,26,0
27,2024-01-02 08:00:00,73.44,0.882,97.01,1189.4,1267.4,26,0
27,2024-01-02 09:00:00,72.21,1.526,102.51,1238.9,1294.9,29,0
27,2024-01-02 10:00:00,70.6,0.531,101.64,1190.8,1331.2,34,0
27,2024-01-02 11:00:00,68.75,1.734,102.19,1205.4,1292.6,27,0
27,2024-01-02 12:00:00,72.37,1.123,102.33,1217.1,1369.3,25,0
27,2024-01-02 13:00:00,68.54,0.862,98.74,1188.5,1457.9,28,0
27,2024-01-02 14:00:00,73.49,1.921,98.9,1257.7,1422.0,17,0
27,2024-01-02 15:00:00,73.03,1.371,100.89,1179.9,1340.7,32,0
27,2024-01-02 16:00:00,73.39,1.012,100.58,1160.0,1466.2,35,0
27,2024-01-02 17:00:00,68.97,1.669,98.17,1179.2,1339.5,31,0
27,2024-01-02 18:00:00,72.6,0.969,99.87,1181.7,1271.5,33,0
27,2024-01-02 19:00:00,69.52,1.127,95.49,1171.7,1515.4,31,0
27,2024-01-02 20:00:00,70.82,1.096,104.32,1215.9,1441.8,23,0
27,2024-01-02 21:00:00,70.7,1.132,100.12,1205.3,1381.2,28,0
27,2024-01-02 22:00:00,71.16,1.12,100.94,1194.4,1439.2,30,0
27,2024-01-02 23:00:00,72.08,1.19,97.99,1213.1,1450.8,35,0
27,2024-01-03 00:00:00,67.92,1.412,100.64,1243.6,1379.0,28,0
27,2024-01-03 01:00:00,71.8,0.631,102.33,1218.9,1498.2,34,0
28,2024-01-01 00:00:00,79.53,0.574,88.15,1412.1,1307.3,41,0
28,2024-01-01 01:00:00,82.34,1.24,91.93,1457.9,1442.7,19,0
28,2024-01-01 02:00:00,81.82,0.713,93.4,1449.7,1530.0,25,0
28,2024-01-01 03:00:00,76.46,0.57,91.48,1464.5,1428.1,18,0
28,2024-01-01 04:00:00,81.49,0.436,92.4,1407.8,1534.0,31,0
28,2024-01-01 05:00:00,78.11,0.497,87.84,1412.5,1475.4,34,0
28,2024-01-01 06:00:00,82.15,0.827,88.52,1435.3,1389.7,24,0
28,2024-01-01 07:00:00,78.44,1.004,92.62,1386.7,1406.8,23,0
28,2024-01-01 08:00:00,81.51,0.764,86.67,1402.3,1504.7,29,0
28,2024-01-01 09:00:00,75.89,1.035,91.7,1437.5,1398.3,24,0
28,2024-01-01 10:00:00,83.54,0.937,87.59,1466.6,1383.3,32,0
28,2024-01-01 11:00:00,78.78,0.657,89.39,1456.3,1381.5,25,0
28,2024-01-01 12:00:00,80.59,0.916,88.91,1404.0,1460.7,17,0
28,2024-01-01 13:00:00,79.55,1.474,93.95,1395.1,1543.9,30,0
28,2024-01-01 14:00:00,74.73,0.538,80.73,1484.1,1553.8,22,0
28,2024-01-01 15:00:00,80.45,1.266,93.18,1446.3,1417.0,23,0
28,2024-01-01 16:00:00,80.51,0.699,89.47,1396.6,1472.7,34,0
28,2024-01-01 17:00:00,77.63,1.079,94.32,1405.8,1537.6,19,0
28,2024-01-01 18:00:00,80.25,0.304,94.0,1378.9,1324.7,40,0
28,2024-01-01 19:00:00,76.09,1.395,93.33,1421.9,1339.5,32,0
28,2024-01-01 20:00:00,78.7,0.813,89.96,1438.1,1480.8,26,0
28,2024-01-01 21:00:00,79.88,1.01,83.56,1415.1,1418.2,26,0
28,2024-01-01 22:00:00,77.0,0.699,92.44,1460.7,1495.7,28,0
28,2024-01-01 23:00:00,82.01,0.9,93.76,1437.1,1486.1,32,0
28,2024-01-02 00:00:00,78.24,1.129,95.92,1435.7,1428.4,29,0
28,2024-01-02 01:00:00,81.18,0.677,94.53,1387.9,1392.4,27,0
28,2024-01-02 02:00:00,80.22,1.166,91.34,1409.7,1288.1,26,0
28,2024-01-02 03:00:00,79.17,0.445,92.71,1427.7,1538.0,29,0
28,2024-01-02 04:00:00,74.99,0.912,92.25,1402.4,1443.3,26,0
28,2024-01-02 05:00:00,77.66,0.629,85.12,1399.3,1511.2,32,0
28,2024-01-02 06:00:00,81.84,1.035,94.01,1397.0,1509.9,35,0
28,2024-01-02 07:00:00,79.66,0.769,90.61,1429.0,1510.3,22,0
28,2024-01-02 08:00:00,81.7,0.914,92.91,1405.2,1362.2,26,0
28,2024-01-02 09:00:00,77.96,0.788,93.47,1418.4,1466.8,33,0
28,2024-01-02 10:00:00,79.31,1.195,93.39,1425.0,1404.6,42,0
28,2024-01-02 11:00:00,79.46,1.199,92.5,1460.4,1488.3,49,0
28,2024-01-02 12:00:00,81.98,0.76,88.82,1366.8,1458.8,19,0
28,2024-01-02 13:00:00,80.57,0.704,89.06,1430.3,1554.7,27,0
28,2024-01-02 14:00:00,76.56,1.309,94.71,1399.1,1321.0,27,0
28,2024-01-02 15:00:00,81.51,0.572,90.56,1390.6,1436.4,39,0
28,2024-01-02 16:00:00,80.82,1.168,97.76,1385.6,1481.5,33,0
28,2024-01-02 17:00:00,80.5,0.985,89.39,1421.1,1398.8,34,0
28,2024-01-02 18:00:00,81.86,0.99,93.15,1400.5,1558.5,33,0
28,2024-01-02 19:00:00,81.27,0.952,91.12,1508.2,1336.1,38,0
28,2024-01-02 20:00:00,83.44,0.946,88.47,1432.9,1354.9,28,0
28,2024-01-02 21:00:00,77.41,1.948,93.53,1445.9,1555.2,32,0
28,2024-01-02 22:00:00,80.42,1.09,94.09,1466.7,1342.0,29,0
28,2024-01-02 23:00:00,80.15,1.493,87.31,1389.6,1534.6,28,0
28,2024-01-03 00:00:00,79.67,1.696,93.73,1441.7,1325.6,29,0
28,2024-01-03 01:00:00,83.81,1.182,92.84,1365.7,1304.7,40,0
29,2024-01-01 00:00:00,76.55,1.367,89.72,1080.9,1423.4,28,0
29,2024-01-01 01:00:00,79.05,1.037,96.07,1093.2,1435.9,18,0
29,2024-01-01 02:00:00,77.02,0.977,91.8,1016.1,1494.0,41,0
29,2024-01-01 03:00:00,82.91,1.085,94.17,1092.5,1567.9,35,0
29,2024-01-01 04:00:00,79.42,1.027,95.92,1118.5,1499.4,40,0
29,2024-01-01 05:00:00,75.83,1.007,92.48,1082.0,1421.2,31,0
29,2024-01-01 06:00:00,77.96,0.975,94.71,1120.2,1440.1,25,0
29,2024-01-01 07:00:00,81.63,0.647,94.16,1127.3,1366.4,26,0
29,2024-01-01 08:00:00,84.08,1.148,89.85,1050.8,1380.2,32,0
29,2024-01-01 09:00:00,80.46,1.253,94.26,1080.8,1446.2,24,0
29,2024-01-01 10:00:00,79.85,1.721,93.66,1111.7,1511.7,31,0
29,2024-01-01 11:00:00,78.64,0.809,97.25,1071.6,1602.9,29,0
29,2024-01-01 12:00:00,77.39,1.366,91.45,1106.6,1362.2,26,0
29,2024-01-01 13:00:00,80.68,0.879,94.77,1024.6,1457.7,30,0
29,2024-01-01 14:00:00,83.7,1.296,93.88,1096.7,1436.8,27,0
29,2024-01-01 15:00:00,78.65,1.069,97.15,1099.3,1609.0,17,0
29,2024-01-01 16:00:00,79.51,1.284,94.4,1077.2,1505.8,34,0
29,2024-01-01 17:00:00,79.7,1.271,95.0,1096.4,1364.6,30,0
29,2024-01-01 18:00:00,80.95,1.406,93.98,1127.2,1368.3,38,0
29,2024-01-01 19:00:00,77.42,0.68,94.88,1078.8,1329.8,20,0
29,2024-01-01 20:00:00,80.94,1.137,100.24,1084.6,1465.4,36,0
29,2024-01-01 21:00:00,79.75,0.679,92.6,1058.9,1572.2,27,0
29,2024-01-01 22:00:00,80.98,1.366,90.85,1107.6,1543.4,27,0
29,2024-01-01 23:00:00,79.51,1.44,92.59,1082.0,1486.4,29,0
29,2024-01-02 00:00:00,79.01,1.081,95.15,1101.4,1436.2,34,0
29,2024-01-02 01:00:00,77.08,1.267,86.68,1083.5,1343.3,30,0
29,2024-01-02 02:00:00,79.58,0.917,93.33,1104.3,1365.3,30,0
29,2024-01-02 03:00:00,81.82,0.738,91.0,1021.7,1558.2,29,0
29,2024-01-02 04:00:00,83.95,1.143,91.9,1035.7,1484.4,24,0
29,2024-01-02 05:00:00,74.51,0.668,91.99,1073.4,1559.7,34,0
29,2024-01-02 06:00:00,78.06,1.278,91.94,1053.8,1354.1,23,0
29,2024-01-02 07:00:00,77.04,0.911,90.88,1052.9,1385.9,30,0
29,2024-01-02 08:00:00,77.4,1.291,98.55,1052.3,1462.7,32,0
29,2024-01-02 09:00:00,78.9,1.049,88.04,1091.4,1509.6,33,0
29,2024-01-02 10:00:00,79.88,0.662,87.73,1046.8,1555.6,32,0
29,2024-01-02 11:00:00,77.27,1.194,93.16,1061.0,1559.6,26,0
29,2024-01-02 12:00:00,75.87,1.555,92.82,1081.0,1469.6,40,0
29,2024-01-02 13:00:00,76.93,1.366,92.17,1069.8,1603.6,28,0
29,2024-01-02 14:00:00,79.73,1.052,91.13,1097.6,1361.4,27,0
29,2024-01-02 15:00:00,78.74,1.497,97.73,1093.6,1386.5,24,0
29,2024-01-02 16:00:00,80.49,1.336,98.57,1093.5,1447.9,38,0
29,2024-01-02 17:00:00,78.45,0.951,88.47,1103.7,1580.0,35,0
29,2024-01-02 18:00:00,77.51,0.746,96.39,1119.7,1372.7,39,0
29,2024-01-02 19:00:00,78.02,0.933,94.35,1071.9,1488.1,22,0
29,2024-01-02 20:00:00,78.21,0.434,98.94,1091.5,1602.5,37,0
29,2024-01-02 21:00:00,81.86,1.391,93.94,1072.7,1547.0,33,0
29,2024-01-02 22:00:00,79.44,1.576,91.81,1100.9,1622.6,21,0
29,2024-01-02 23:00:00,77.89,1.338,92.71,1065.0,1408.3,32,0
29,2024-01-03 00:00:00,78.15,1.614,93.0,1090.2,1487.3,20,0
29,2024-01-03 01:00:00,78.49,1.037,87.63,1088.9,1480.0,26,0
30,2024-01-01 00:00:00,62.52,-0.165,108.16,1310.1,1462.1,31,0
30,2024-01-01 01:00:00,63.13,0.752,111.03,1247.9,1476.3,25,0
30,2024-01-01 02:00:00,61.92,0.755,108.18,1259.5,1461.5,33,0
30,2024-01-01 03:00:00,64.65,0.127,117.14,1309.3,1374.4,38,0
30,2024-01-01 04:00:00,61.39,0.62,108.52,1286.5,1456.6,42,0
30,2024-01-01 05:00:00,64.36,0.386,109.98,1338.6,1654.2,38,0
30,2024-01-01 06:00:00,64.87,0.43,110.75,1287.7,1557.9,26,0
30,2024-01-01 07:00:00,61.44,0.813,108.0,1251.7,1473.2,24,0
30,2024-01-01 08:00:00,63.54,0.695,106.49,1248.6,1517.0,26,0
30,2024-01-01 09:00:00,63.49,0.646,113.24,1291.4,1522.8,32,0
30,2024-01-01 10:00:00,60.8,0.003,109.6,1237.2,1378.0,34,0
30,2024-01-01 11:00:00,64.78,0.653,108.85,1275.0,1584.9,26,0
30,2024-01-01 12:00:00,61.95,0.518,110.29,1241.1,1574.5,37,0
30,2024-01-01 13:00:00,60.71,0.997,107.29,1246.5,1634.7,27,0
30,2024-01-01 14:00:00,62.81,0.383,113.43,1241.4,1585.9,35,0
30,2024-01-01 15:00:00,60.43,0.446,114.82,1194.1,1412.9,30,0
30,2024-01-01 16:00:00,65.68,1.043,112.01,1275.5,1516.6,30,0
30,2024-01-01 17:00:00,60.74,0.861,113.68,1249.4,1629.0,21,0
30,2024-01-01 18:00:00,61.65,0.848,114.87,1255.5,1654.3,31,0
30,2024-01-01 19:00:00,62.66,0.555,108.14,1282.2,1568.6,30,0
30,2024-01-01 20:00:00,60.58,0.807,109.49,1241.6,1641.5,32,0
30,2024-01-01 21:00:00,64.97,0.23,109.78,1259.8,1403.1,34,0
30,2024-01-01 22:00:00,60.1,0.787,112.36,1243.6,1457.9,27,0
30,2024-01-01 23:00:00,59.33,1.149,109.31,1255.1,1574.5,29,0
30,2024-01-02 00:00:00,62.26,0.816,115.96,1219.4,1418.2,29,0
30,2024-01-02 01:00:00,61.93,0.226,110.92,1324.1,1615.3,21,0
30,2024-01-02 02:00:00,61.3,1.953,108.91,1313.1,1549.5,29,0
30,2024-01-02 03:00:00,60.31,0.278,109.01,1328.3,1628.0,30,0
30,2024-01-02 04:00:00,61.63,-0.023,111.33,1268.8,1545.0,32,0
30,2024-01-02 05:00:00,64.44,0.212,109.16,1293.1,1399.0,26,0
30,2024-01-02 06:00:00,61.54,0.718,114.04,1316.3,1446.9,30,0
30,2024-01-02 07:00:00,63.99,0.222,117.28,1239.8,1470.0,33,0
30,2024-01-02 08:00:00,65.53,0.561,107.99,1258.1,1385.9,27,0
30,2024-01-02 09:00:00,59.35,0.574,111.11,1249.6,1583.7,28,0
30,2024-01-02 10:00:00,62.23,0.397,109.49,1286.8,1586.5,32,0
30,2024-01-02 11:00:00,61.17,0.245,109.55,1313.4,1681.2,32,0
30,2024-01-02 12:00:00,63.05,0.585,112.26,1285.0,1386.8,36,0
30,2024-01-02 13:00:00,59.84,0.769,109.32,1303.0,1500.6,36,0
30,2024-01-02 14:00:00,63.2,1.417,113.11,1266.7,1419.0,32,0
30,2024-01-02 15:00:00,64.95,0.474,108.63,1292.5,1488.5,36,0
30,2024-01-02 16:00:00,60.3,0.786,109.93,1279.6,1643.1,30,0
30,2024-01-02 17:00:00,63.38,1.17,109.1,1290.2,1399.3,32,0
30,2024-01-02 18:00:00,65.25,0.65,112.71,1293.7,1691.5,32,0
30,2024-01-02 19:00:00,61.32,0.308,115.85,1308.1,1589.7,35,0
30,2024-01-02 20:00:00,63.48,0.595,108.6,1263.3,1565.2,28,0
30,2024-01-02 21:00:00,60.71,0.185,114.56,1261.5,1468.5,23,0
30,2024-01-02 22:00:00,62.13,0.298,115.76,1205.6,1656.2,27,0
30,2024-01-02 23:00:00,60.65,0.163,111.13,1289.6,1406.7,27,0
30,2024-01-03 00:00:00,62.56,0.435,111.86,1298.5,1501.3,41,0
30,2024-01-03 01:00:00,62.92,0.833,112.9,1238.8,1549.4,32,0
31,2024-01-01 00:00:00,76.01,2.158,115.11,1048.9,1657.1,32,0
31,2024-01-01 01:00:00,74.79,1.688,117.7,991.7,1441.6,30,0
31,2024-01-01 02:00:00,78.55,2.265,116.08,990.2,1534.2,30,0
31,2024-01-01 03:00:00,76.89,1.836,112.93,1016.6,1413.9,29,0
31,2024-01-01 04:00:00,74.72,1.589,115.49,1059.6,1497.4,27,0
31,2024-01-01 05:00:00,76.18,1.716,114.59,1022.9,1489.6,29,0
31,2024-01-01 06:00:00,79.59,1.796,113.5,999.2,1604.9,32,0
31,2024-01-01 07:00:00,76.47,2.114,116.91,1010.8,1440.2,41,0
31,2024-01-01 08:00:00,73.79,1.877,115.16,1003.3,1635.7,32,0
31,2024-01-01 09:00:00,78.69,2.061,113.23,1107.5,1578.3,28,0
31,2024-01-01 10:00:00,78.75,1.984,112.25,1063.2,1502.1,34,0
31,2024-01-01 11:00:00,76.6,2.166,121.21,1025.3,1475.1,27,0
31,2024-01-01 12:00:00,73.94,1.537,119.04,1027.4,1618.7,21,0
31,2024-01-01 13:00:00,75.32,2.244,120.43,996.8,1452.4,36,0
31,2024-01-01 14:00:00,76.75,2.192,111.96,947.0,1684.1,32,0
31,2024-01-01 15:00:00,77.21,2.28,114.81,996.9,1518.4,37,0
31,2024-01-01 16:00:00,77.16,1.827,120.07,1060.9,1474.6,23,0
31,2024-01-01 17:00:00,76.84,2.483,115.15,1055.6,1528.4,20,0
31,2024-01-01 18:00:00,75.86,2.016,113.95,1019.6,1536.9,30,0
31,2024-01-01 19:00:00,72.43,2.045,116.88,1021.9,1720.4,33,0
31,2024-01-01 20:00:00,76.71,2.084,117.97,1020.2,1721.2,35,0
31,2024-01-01 21:00:00,73.35,2.086,116.41,1008.1,1541.1,35,0
31,2024-01-01 22:00:00,74.33,2.166,115.67,1044.0,1556.0,27,0
31,2024-01-01 23:00:00,74.24,1.72,112.77,1007.6,1563.8,38,0
31,2024-01-02 00:00:00,73.54,1.947,116.6,1058.7,1444.0,29,0
31,2024-01-02 01:00:00,74.13,2.042,112.85,1033.6,1730.3,28,0
31,2024-01-02 02:00:00,76.91,1.72,120.2,1025.3,1693.0,32,0
31,2024-01-02 03:00:00,75.51,2.101,118.61,1026.9,1508.3,31,0
31,2024-01-02 04:00:00,78.59,1.894,116.9,1001.0,1515.4,29,0
31,2024-01-02 05:00:00,75.95,2.258,115.94,1055.9,1642.6,25,0
31,2024-01-02 06:00:00,76.89,2.369,113.99,1043.7,1492.9,26,0
31,2024-01-02 07:00:00,76.1,2.191,116.68,1044.0,1564.2,29,0
31,2024-01-02 08:00:00,76.33,2.345,116.17,997.9,1526.6,40,0
31,2024-01-02 09:00:00,77.99,1.5,114.92,1053.2,1637.3,26,0
31,2024-01-02 10:00:00,75.92,1.463,121.0,1037.1,1722.0,35,0
31,2024-01-02 11:00:00,80.73,1.899,111.21,1034.3,1647.3,25,0
31,2024-01-02 12:00:00,74.93,1.893,119.2,1079.5,1654.9,28,0
31,2024-01-02 13:00:00,77.4,2.194,113.01,1054.6,1486.4,25,0
31,2024-01-02 14:00:00,76.94,2.287,116.57,1029.1,1535.2,37,0
31,2024-01-02 15:00:00,75.45,2.091,115.89,1095.2,1650.1,26,0
31,2024-01-02 16:00:00,73.99,1.678,116.88,1009.6,1456.0,36,0
31,2024-01-02 17:00:00,73.53,1.877,108.92,981.7,1585.0,35,0
31,2024-01-02 18:00:00,73.7,2.46,113.65,996.6,1651.0,23,0
31,2024-01-02 19:00:00,73.15,2.009,120.21,971.4,1653.5,27,0
31,2024-01-02 20:00:00,74.48,1.796,113.13,1048.9,1619.0,37,0
31,2024-01-02 21:00:00,73.48,2.044,119.99,1092.0,1611.6,36,0
31,2024-01-02 22:00:00,74.71,1.545,111.49,1061.5,1631.6,23,0
31,2024-01-02 23:00:00,77.82,1.6,116.99,1014.5,1460.5,29,0
31,2024-01-03 00:00:00,75.95,1.593,121.96,1014.6,1456.9,29,0
31,2024-01-03 01:00:00,76.97,2.611,113.83,1022.8,1487.3,29,0
32,2024-01-01 00:00:00,67.85,1.255,102.4,940.0,1496.3,24,0
32,2024-01-01 01:00:00,66.09,1.111,100.52,948.2,1527.7,33,0
32,2024-01-01 02:00:00,69.38,1.64,94.5,976.1,1545.8,29,0
32,2024-01-01 03:00:00,65.85,1.629,96.7,958.4,1541.2,19,0
32,2024-01-01 04:00:00,65.08,1.449,93.42,921.8,1623.8,35,0
32,2024-01-01 05:00:00,64.75,1.51,97.18,995.7,1473.6,33,0
32,2024-01-01 06:00:00,68.92,0.947,93.9,971.6,1761.5,27,0
32,2024-01-01 07:00:00,63.49,1.396,93.81,960.0,1703.2,34,0
32,2024-01-01 08:00:00,63.96,0.955,98.41,964.0,1505.4,24,0
32,2024-01-01 09:00:00,65.85,1.118,92.39,938.9,1763.2,23,0
32,2024-01-01 10:00:00,68.79,1.187,96.56,977.8,1509.3,32,0
32,2024-01-01 11:00:00,70.06,1.779,99.32,933.7,1722.4,34,0
32,2024-01-01 12:00:00,65.71,1.527,94.45,987.9,1584.4,29,0
32,2024-01-01 13:00:00,66.9,1.613,99.67,969.4,1648.7,32,0
32,2024-01-01 14:00:00,64.43,1.83,97.3,961.3,1624.0,30,0
32,2024-01-01 15:00:00,67.32,1.133,96.68,941.4,1657.8,31,0
32,2024-01-01 16:00:00,66.57,1.838,94.62,951.0,1585.8,31,0
32,2024-01-01 17:00:00,62.03,1.342,93.06,993.5,1727.0,20,0
32,2024-01-01 18:00:00,67.41,1.251,98.24,940.3,1639.1,31,0
32,2024-01-01 19:00:00,62.63,1.471,97.45,973.8,1506.5,32,0
32,2024-01-01 20:00:00,69.1,1.509,97.75,984.1,1570.4,38,0
32,2024-01-01 21:00:00,65.87,1.127,103.79,953.8,1711.3,27,0
32,2024-01-01 22:00:00,61.18,1.359,100.58,970.1,1521.5,30,0
32,2024-01-01 23:00:00,61.8,1.428,95.5,992.4,1697.3,22,0
32,2024-01-02 00:00:00,66.33,1.159,99.19,1002.0,1648.4,26,0
32,2024-01-02 01:00:00,64.93,1.949,97.09,966.2,1627.2,27,0
32,2024-01-02 02:00:00,63.46,1.417,95.08,969.2,1499.2,33,0
32,2024-01-02 03:00:00,68.03,1.803,94.41,953.3,1465.1,36,0
32,2024-01-02 04:00:00,63.32,1.868,95.17,931.0,1622.2,25,0
32,2024-01-02 05:00:00,65.63,1.432,99.5,970.9,1726.7,28,0
32,2024-01-02 06:00:00,65.24,1.514,96.42,1018.8,1506.2,33,0
32,2024-01-02 07:00:00,62.08,1.737,91.18,947.1,1572.9,37,0
32,2024-01-02 08:00:00,63.71,1.382,92.51,978.8,1750.6,24,0
32,2024-01-02 09:00:00,65.75,1.511,93.91,968.6,1674.0,24,0
