Age,Department,DistanceFromHome,Education,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,Attrition
24,Human Resources,3.7,1,2,28300,1,Yes,17.8,3,6.1,4.4,No
50,Sales,12.6,4,3,25100,5,No,19.0,4,15.3,15.2,No
30,Sales,22.4,1,2,32200,2,Yes,9.9,4,0.9,0.0,No
42,Research & Development,10.1,3,3,70800,3,Yes,9.2,3,8.4,1.9,No
46,Sales,15.7,2,3,30000,2,No,15.0,4,2.3,3.4,No
34,Research & Development,5.0,3,3,59200,3,No,13.5,3,14.5,2.7,No
39,Sales,22.3,2,3,64200,3,No,17.3,2,0.8,0.0,No
46,Research & Development,16.8,2,3,52900,1,No,13.0,3,0.8,0.0,No
27,Research & Development,24.8,3,2,56000,2,Yes,23.5,3,1.2,1.8,No
39,Research & Development,0.4,2,4,48800,2,No,11.9,4,18.5,1.3,No
27,Research & Development,4.8,2,1,64400,0,No,21.4,4,2.5,1.8,No
24,Research & Development,9.9,2,3,53800,3,No,24.3,4,7.3,7.9,No
43,Research & Development,9.8,2,3,50000,1,Yes,23.9,4,5.7,1.7,No
23,Research & Development,2.6,2,3,30400,0,No,24.0,3,1.8,2.6,No
45,Research & Development,3.7,2,3,75000,2,Yes,20.2,2,1.1,8.5,Yes
26,Sales,34.6,2,4,34200,1,No,11.2,4,8.9,3.2,No
39,Research & Development,5.6,1,4,21700,5,No,24.1,4,0.6,0.0,No
29,Research & Development,22.5,3,1,38600,3,Yes,11.7,3,23.8,0.7,Yes
52,Research & Development,9.5,3,2,57600,2,No,24.9,3,8.4,2.5,No
23,Research & Development,1.0,1,1,48500,2,No,24.3,4,2.8,0.2,No
26,Research & Development,15.0,3,4,44100,3,No,13.8,4,4.9,3.6,No
52,Sales,8.4,3,3,20000,0,No,17.2,3,9.5,4.5,No
44,Research & Development,8.6,1,3,30400,2,No,9.5,3,3.5,7.6,Yes
34,Sales,3.7,4,2,66800,1,Yes,10.5,3,3.5,7.8,No
34,Research & Development,0.3,3,4,59200,3,No,13.0,4,4.9,1.0,No
43,Sales,2.9,4,2,89700,3,No,24.2,2,4.0,3.7,No
55,Research & Development,44.1,4,4,105800,2,Yes,20.7,2,2.5,0.8,No
31,Research & Development,3.0,1,4,27500,4,No,9.4,3,5.9,0.8,No
32,Sales,1.3,2,3,42600,2,No,17.0,2,5.4,0.4,No
54,Research & Development,5.6,4,4,27200,4,No,13.7,3,7.2,1.4,No
47,Sales,18.6,4,3,49300,1,No,10.4,4,8.2,11.5,No
31,Research & Development,0.5,1,4,60200,4,Yes,8.2,3,1.0,3.5,No
44,Research & Development,8.4,3,3,75200,2,Yes,21.8,4,14.0,0.2,No
58,Sales,4.6,2,2,20000,2,No,13.5,3,4.9,8.7,Yes
42,Human Resources,1.4,2,2,34500,4,No,11.3,4,3.2,2.8,No
38,Sales,0.8,2,3,46200,2,No,9.8,3,3.4,1.2,Yes
39,Research & Development,14.8,4,3,72300,3,No,14.1,4,8.0,0.1,No
32,Research & Development,5.6,3,4,118500,3,Yes,23.0,3,8.9,0.3,No
55,Human Resources,0.6,2,3,20000,3,No,14.1,2,2.5,1.1,No
27,Research & Development,1.1,2,4,64300,3,No,10.0,3,7.4,2.4,No
32,Research & Development,4.5,4,3,41000,2,No,9.9,1,21.3,1.3,No
52,Research & Development,2.7,4,3,36200,4,No,18.3,3,0.6,0.0,No
56,Sales,6.7,4,1,37400,0,No,12.6,4,1.2,2.4,Yes
49,Human Resources,5.2,2,2,41500,1,No,10.4,3,6.3,1.4,No
37,Research & Development,17.0,2,3,23700,1,No,17.7,3,0.6,0.0,No
39,Sales,15.9,2,3,41900,4,No,24.2,1,0.1,0.0,No
44,Sales,5.4,2,3,29200,4,No,15.0,4,4.5,4.3,No
50,Research & Development,15.7,2,3,36300,2,No,18.0,4,5.9,0.6,No
41,Sales,16.1,3,3,22600,0,No,9.2,3,3.4,1.3,No
48,Research & Development,2.2,1,1,28200,3,No,15.6,3,1.1,0.2,No
56,Research & Development,13.1,3,4,29000,2,No,20.5,3,8.7,6.8,No
50,Research & Development,15.3,3,2,21600,2,No,11.4,2,11.8,0.8,No
34,Research & Development,38.9,2,2,83500,1,No,14.1,1,22.3,0.9,No
55,Human Resources,4.0,3,3,36200,0,No,19.3,3,5.2,1.2,No
32,Research & Development,17.2,1,2,81400,1,No,16.7,4,4.5,0.7,Yes
42,Research & Development,1.6,4,4,32600,3,No,19.5,3,6.5,0.9,No
57,Research & Development,7.5,3,3,47900,1,No,10.0,3,2.9,1.6,No
57,Human Resources,1.4,1,4,26500,1,No,19.9,1,4.4,1.3,No
30,Sales,18.5,4,3,74400,3,No,10.5,3,16.5,0.8,No
24,Sales,9.9,1,4,29800,2,No,22.3,2,6.2,3.6,No
26,Research & Development,8.6,3,4,55100,1,No,23.4,3,7.5,4.0,No
29,Sales,7.9,2,4,36300,1,No,23.1,4,2.3,7.2,No
48,Research & Development,10.8,1,3,70100,3,No,10.2,2,2.6,2.3,No
45,Sales,4.4,2,4,33300,4,No,16.5,3,0.6,0.0,No
37,Research & Development,0.3,2,4,32200,4,No,8.6,4,6.1,6.9,No
53,Research & Development,4.5,3,4,44800,4,Yes,22.4,3,23.4,5.6,No
51,Human Resources,10.4,2,3,32400,1,Yes,9.2,3,0.3,0.0,No
39,Sales,25.9,3,4,36300,2,No,24.3,4,14.1,1.1,No
46,Research & Development,18.9,2,3,33200,0,No,11.9,2,5.3,6.9,No
56,Research & Development,10.1,2,4,50900,3,No,13.4,3,10.2,1.1,No
47,Human Resources,28.6,3,3,26400,1,Yes,19.0,4,0.5,0.0,No
50,Sales,0.4,3,3,48800,2,Yes,15.6,3,0.8,0.0,No
27,Sales,4.1,3,3,47700,4,No,12.7,2,2.8,3.4,No
39,Research & Development,2.9,1,4,41900,3,No,17.4,3,1.8,3.9,No
43,Sales,21.7,1,3,55900,2,No,20.9,3,1.7,4.3,No
28,Research & Development,1.0,3,3,21700,4,No,10.0,4,1.2,5.0,No
59,Sales,33.7,2,2,22600,1,No,22.6,3,1.3,1.8,Yes
42,Research & Development,3.5,2,4,73500,2,No,18.9,3,13.8,1.5,No
52,Human Resources,4.0,3,3,24200,1,No,10.2,2,7.0,3.7,No
24,Human Resources,19.3,3,3,33200,1,No,19.4,3,1.8,1.8,No
57,Human Resources,4.3,2,2,31900,3,Yes,22.1,2,5.4,2.6,Yes
32,Research & Development,17.3,4,4,60700,1,Yes,22.0,1,5.1,0.0,No
55,Sales,13.9,2,3,23300,2,No,17.7,3,4.7,4.3,No
22,Research & Development,2.1,3,4,33600,3,No,11.4,4,2.6,0.1,No
29,Sales,8.5,2,2,25100,5,No,12.5,3,10.9,7.5,No
41,Sales,8.3,2,3,33900,3,No,22.5,3,15.3,1.3,No
38,Research & Development,0.3,4,3,42300,3,Yes,21.3,4,0.8,0.0,No
55,Sales,0.4,4,4,20000,2,No,11.6,4,2.3,2.6,No
31,Sales,3.6,3,1,24700,4,No,21.5,3,1.9,6.7,No
39,Sales,5.7,3,4,34700,3,No,11.8,2,0.9,0.0,No
50,Research & Development,24.0,2,3,61400,3,Yes,14.0,4,3.0,3.7,Yes
45,Research & Development,3.1,2,3,65600,5,No,19.0,4,6.2,5.3,No
50,Human Resources,8.3,3,4,35500,2,Yes,22.4,1,21.1,2.8,No
39,Research & Development,6.1,4,3,35600,2,No,18.7,2,2.1,0.6,No
52,Human Resources,0.6,4,1,26500,1,No,16.4,3,2.8,0.9,Yes
34,Sales,6.0,2,3,36500,2,Yes,14.2,1,7.4,0.1,No
30,Sales,8.1,3,3,26300,2,Yes,14.3,4,23.6,4.4,No
38,Research & Development,25.4,3,4,37800,1,No,19.2,4,3.4,0.5,No
31,Research & Development,46.5,4,3,35900,1,No,18.6,3,0.6,0.0,No
29,Research & Development,3.0,3,3,50100,4,No,21.2,3,26.7,1.7,No
55,Research & Development,2.2,4,4,35600,4,No,9.4,4,0.9,0.0,No
44,Sales,3.0,2,2,31300,2,No,22.2,2,2.1,6.5,No
22,Sales,0.7,3,4,26200,3,No,10.4,3,2.5,1.5,No
53,Research & Development,19.1,3,2,33500,2,Yes,13.1,3,0.7,0.0,Yes
36,Sales,13.2,3,4,44400,5,No,12.9,3,2.5,6.6,No
33,Research & Development,12.5,2,2,64400,7,Yes,24.6,4,13.5,2.4,Yes
57,Research & Development,17.9,4,4,49200,5,No,22.9,1,1.1,0.9,No
55,Sales,9.8,3,4,132600,1,Yes,15.5,4,11.1,5.3,Yes
45,Research & Development,40.6,1,4,28700,2,No,11.0,3,0.4,0.0,No
34,Sales,20.9,3,3,56100,2,No,11.2,3,5.0,1.6,No
58,Human Resources,1.0,3,4,26400,0,Yes,24.7,2,8.6,5.7,No
22,Research & Development,11.7,3,4,73700,1,No,21.3,1,2.3,8.5,No
27,Sales,1.7,3,4,45300,4,Yes,14.3,3,1.3,3.8,No
44,Sales,7.2,4,4,46600,2,Yes,10.8,3,7.2,1.6,No
54,Sales,13.7,3,1,26600,6,Yes,23.8,3,1.0,2.1,Yes
51,Research & Development,27.0,2,2,56100,2,No,13.7,3,18.2,0.1,No
58,Research & Development,6.8,4,4,30800,4,No,21.8,3,2.7,1.2,No
46,Sales,11.5,3,4,20000,2,No,15.9,2,1.7,1.2,No
56,Sales,4.1,2,1,51500,2,No,22.9,4,4.6,0.2,No
49,Research & Development,4.1,1,2,37500,6,No,24.2,3,3.2,3.5,No
31,Research & Development,0.1,3,2,45800,0,Yes,15.0,4,13.7,3.8,Yes
32,Research & Development,4.8,2,2,39500,1,Yes,24.2,3,2.6,0.2,No
37,Sales,4.9,2,4,51200,4,No,24.7,4,2.7,3.4,No
23,Research & Development,5.6,3,1,51700,2,Yes,21.9,4,9.9,1.3,No
46,Sales,5.0,3,2,34800,3,No,11.0,4,0.5,0.0,No
28,Research & Development,4.5,4,2,28500,2,No,24.5,3,6.2,1.5,No
50,Sales,21.8,1,3,27800,4,Yes,19.4,4,3.1,3.2,No
47,Sales,2.7,3,3,22800,1,Yes,19.4,3,15.9,1.0,No
58,Sales,7.3,3,3,36700,3,No,13.7,3,5.8,3.6,No
37,Sales,36.1,3,1,55000,3,No,21.3,3,5.9,13.3,No
56,Sales,9.9,4,3,47500,3,Yes,14.9,3,6.7,6.7,No
45,Sales,3.7,1,3,81800,1,No,24.7,4,4.3,2.8,No
47,Sales,6.5,1,3,35300,1,No,10.9,3,3.7,0.4,No
45,Research & Development,46.7,2,4,47000,2,No,8.3,3,7.0,3.1,No
37,Human Resources,2.3,2,3,21400,1,No,10.9,3,17.4,1.0,No
55,Research & Development,12.2,3,1,82700,6,Yes,23.4,3,11.5,1.5,No
22,Sales,6.9,1,2,43900,4,No,19.5,2,19.5,0.8,Yes
48,Research & Development,2.1,3,1,56900,3,No,16.1,3,2.8,3.4,No
23,Research & Development,7.5,4,3,53900,1,No,24.6,3,17.9,1.7,No
28,Research & Development,2.6,3,3,79400,2,Yes,13.0,3,4.0,1.7,No
25,Research & Development,17.6,1,2,34000,4,No,8.3,2,0.7,0.0,Yes
22,Research & Development,17.8,4,4,45100,4,Yes,14.8,3,10.2,4.3,No
25,Research & Development,2.4,3,2,69600,3,No,11.1,3,7.9,3.6,No
23,Sales,3.1,4,2,59800,4,Yes,22.1,3,4.4,2.8,No
28,Research & Development,0.5,4,3,33900,3,Yes,9.8,4,4.2,3.1,Yes
26,Sales,13.6,3,3,25300,3,Yes,15.0,3,3.8,1.6,No
27,Sales,5.6,3,3,20000,2,No,11.2,2,2.9,6.2,No
36,Sales,38.1,3,2,33700,3,No,8.1,3,1.9,0.9,No
33,Research & Development,6.2,4,4,65100,2,No,13.4,4,7.1,1.6,No
29,Sales,8.7,1,3,44300,4,No,23.6,2,1.0,4.0,No
43,Human Resources,13.5,1,3,27600,2,No,10.8,3,12.7,0.2,No
40,Research & Development,3.0,2,4,45500,2,No,16.0,2,8.8,3.5,No
37,Research & Development,4.4,2,3,56400,3,No,10.1,2,1.9,8.3,No
27,Human Resources,1.8,4,1,37200,6,No,21.5,3,2.4,2.6,No
28,Sales,31.5,2,2,31700,2,No,23.7,3,0.2,0.0,Yes
50,Research & Development,7.3,1,3,58200,4,No,15.3,3,19.3,0.6,No
35,Sales,9.3,4,3,58900,2,No,9.8,4,10.0,6.3,No
39,Sales,55.8,2,3,41700,1,No,20.4,3,3.1,1.8,Yes
31,Human Resources,0.3,2,3,27700,1,No,19.3,3,2.2,0.5,No
42,Research & Development,29.1,4,1,58600,1,No,24.2,4,0.5,0.0,No
35,Research & Development,4.2,2,3,51600,3,Yes,19.9,4,3.6,1.4,No
55,Sales,11.8,2,4,20000,1,No,14.3,3,5.4,1.4,No
45,Sales,8.4,4,3,31700,1,Yes,19.5,4,1.9,9.2,No
28,Research & Development,6.4,1,4,39400,2,Yes,13.2,2,9.9,3.2,No
26,Research & Development,6.7,2,4,49900,4,No,16.8,3,4.2,0.1,No
29,Research & Development,0.5,2,3,77000,2,No,11.8,4,4.5,2.6,No
33,Sales,8.7,2,1,51000,3,Yes,11.4,1,1.2,1.8,No
46,Research & Development,1.2,2,1,43600,2,Yes,19.6,3,5.3,0.3,No
54,Human Resources,3.7,3,3,30000,4,No,21.0,3,2.0,8.8,No
48,Sales,8.0,1,2,46400,2,No,21.9,3,2.7,2.5,Yes
56,Research & Development,0.8,3,4,36700,3,Yes,14.4,3,4.0,7.5,Yes
42,Research & Development,1.4,3,1,57500,5,No,16.3,2,3.4,2.0,No
38,Sales,5.4,3,4,31100,6,No,11.4,3,2.8,0.4,No
52,Sales,58.7,2,3,51300,1,No,23.5,2,11.4,1.0,No
37,Sales,18.2,3,4,40400,3,No,13.6,3,3.9,12.6,Yes
26,Research & Development,34.4,2,3,38700,2,Yes,15.0,3,1.8,5.6,No
49,Sales,4.7,3,4,47700,3,No,24.7,3,6.4,1.5,No
31,Sales,5.6,3,2,52300,2,Yes,14.6,3,10.0,5.3,No
51,Research & Development,21.1,3,4,71800,1,No,8.9,2,36.0,1.7,No
23,Research & Development,16.9,2,2,54900,3,No,10.8,3,4.1,2.1,No
58,Sales,2.3,3,3,21600,2,No,8.9,2,3.0,3.1,No
27,Sales,5.0,2,1,40600,5,Yes,22.5,3,5.7,8.0,Yes
27,Sales,2.4,3,4,79700,2,Yes,17.9,3,6.8,0.8,No
48,Research & Development,9.9,3,2,70500,0,No,12.7,3,4.0,3.4,Yes
22,Human Resources,2.9,3,2,28200,3,No,17.4,4,18.6,4.3,No
34,Research & Development,25.3,2,3,76300,5,Yes,12.1,4,4.0,0.3,No
27,Human Resources,1.1,3,3,30200,2,Yes,19.8,3,0.3,0.0,No
52,Sales,14.7,2,2,58500,0,No,22.0,4,11.4,1.9,No
29,Sales,3.7,4,3,41600,1,No,24.7,3,4.2,0.1,No
39,Sales,8.3,1,2,96900,1,No,20.7,4,14.6,3.0,No
46,Research & Development,30.3,4,2,49000,2,No,23.4,4,2.2,3.5,No
46,Sales,3.5,1,2,61000,1,No,22.4,3,10.6,4.8,No
31,Sales,1.3,4,2,33000,1,Yes,9.8,3,5.9,0.4,No
31,Research & Development,25.1,3,1,71500,0,No,23.9,3,6.0,0.2,No
51,Research & Development,1.5,3,4,20000,5,No,13.6,4,0.9,0.0,No
24,Research & Development,0.7,4,3,38400,2,Yes,16.8,2,1.3,6.0,Yes
44,Research & Development,6.5,4,2,38600,5,Yes,12.7,3,2.7,1.0,No
50,Research & Development,19.3,2,4,38700,1,No,12.7,4,2.4,3.3,No
44,Research & Development,9.2,4,3,53700,5,No,16.6,3,0.0,0.0,No
30,Human Resources,6.1,3,2,31800,2,Yes,21.5,3,11.6,1.8,No
25,Sales,2.1,3,1,35300,1,No,15.3,3,1.9,0.4,No
59,Research & Development,4.2,4,3,36300,2,Yes,19.3,3,2.3,0.2,No
56,Sales,1.1,4,3,53700,3,No,9.8,3,3.7,4.8,No
29,Sales,4.7,4,1,27900,1,Yes,15.3,3,1.9,3.5,No
29,Research & Development,6.0,2,3,27600,4,Yes,17.5,3,4.4,2.3,No
55,Sales,0.2,2,3,26900,2,No,11.3,3,13.2,0.5,No
51,Sales,3.5,3,1,45500,5,No,24.4,2,5.6,11.3,No
38,Sales,19.1,3,4,58000,6,Yes,13.2,3,2.1,0.2,No
33,Research & Development,1.2,1,3,70600,4,No,19.6,3,0.8,0.0,No
53,Research & Development,3.9,1,3,49200,3,Yes,8.5,3,4.2,2.1,No
29,Human Resources,7.0,3,4,28200,3,No,14.0,3,12.6,1.2,No
41,Research & Development,7.6,4,2,77400,1,Yes,20.3,2,10.7,5.5,Yes
57,Sales,31.8,3,3,20000,2,No,21.8,3,0.8,0.0,Yes
45,Sales,3.7,1,1,59200,1,No,15.1,4,1.9,0.5,No
55,Human Resources,17.1,4,3,33300,4,No,12.6,2,16.9,11.3,No
34,Research & Development,35.0,1,1,28200,2,Yes,15.8,2,2.0,0.2,No
28,Sales,14.9,3,3,31300,1,Yes,19.8,3,0.2,0.0,No
23,Human Resources,19.8,1,4,34300,3,No,10.9,2,19.4,0.2,No
41,Human Resources,6.7,2,1,36600,1,No,19.5,4,4.4,0.9,No
49,Research & Development,2.1,3,4,54400,4,No,19.1,3,6.7,2.5,No
57,Research & Development,1.9,4,2,52000,2,No,8.3,3,12.6,0.0,No
40,Sales,14.1,1,1,30200,1,No,20.7,3,1.5,0.3,No
57,Research & Development,21.4,2,3,49300,3,No,21.9,3,4.3,3.9,No
35,Research & Development,8.7,3,3,56400,5,Yes,10.0,4,1.8,0.2,No
44,Sales,0.6,1,1,36400,0,No,19.9,3,0.9,0.0,Yes
38,Sales,16.6,1,4,24200,4,No,10.4,3,2.2,3.7,No
58,Sales,8.6,3,2,42900,5,Yes,15.3,3,7.5,0.3,Yes
56,Research & Development,0.6,4,2,30100,1,Yes,22.5,2,5.5,1.8,No
28,Research & Development,9.6,3,1,69400,3,No,24.2,4,1.3,1.9,No
57,Sales,15.5,3,3,67600,2,No,24.6,4,1.9,4.5,No
48,Human Resources,2.4,3,4,30300,4,No,20.3,3,12.3,1.6,No
59,Research & Development,7.9,4,3,35000,0,No,21.7,3,2.0,3.1,No
40,Research & Development,10.3,1,4,29100,3,Yes,21.0,3,0.5,0.0,No
54,Research & Development,10.4,3,4,49400,3,No,20.9,1,0.1,0.0,Yes
58,Sales,2.1,2,4,38000,2,Yes,22.1,3,20.7,5.4,No
31,Research & Development,7.3,2,4,21800,3,Yes,23.5,3,4.0,2.2,No
31,Sales,11.4,3,2,42400,3,No,19.4,3,9.2,0.0,No
30,Research & Development,20.2,4,4,70000,1,No,15.4,4,0.4,0.0,No
35,Research & Development,6.5,2,2,68400,4,No,19.0,3,7.3,0.5,No
51,Research & Development,13.1,2,3,55300,3,No,20.7,1,1.9,1.9,No
54,Research & Development,7.6,1,1,32500,3,Yes,12.9,3,2.4,1.6,No
25,Sales,0.1,3,3,56400,0,No,22.0,3,10.5,1.4,No
23,Research & Development,18.0,4,4,30000,1,Yes,9.5,3,8.7,3.2,No
56,Human Resources,35.0,3,2,37900,2,No,12.8,1,16.9,0.5,No
23,Research & Development,5.5,1,3,78000,2,Yes,13.5,3,5.5,0.0,Yes
27,Research & Development,2.6,2,3,43600,2,No,20.2,2,3.5,9.9,No
53,Sales,21.3,2,3,31600,1,No,21.0,3,1.3,0.3,No
22,Sales,5.9,2,3,60800,3,No,21.8,4,6.8,2.9,No
55,Research & Development,4.9,1,4,32000,2,No,16.2,4,1.0,3.1,No
43,Sales,20.1,4,1,31300,1,No,8.2,2,6.9,7.4,Yes
24,Sales,2.7,2,4,40900,1,No,14.9,4,2.5,4.6,No
35,Sales,3.6,1,3,44500,4,No,12.6,3,1.0,1.1,No
28,Sales,7.7,3,1,24600,4,No,21.7,3,2.3,1.0,Yes
40,Research & Development,25.3,3,3,24700,2,No,15.7,3,7.2,5.3,Yes
25,Sales,0.2,2,2,30800,1,No,11.2,4,3.3,0.7,No
24,Research & Development,20.7,2,4,33400,2,No,23.7,3,0.2,0.0,No
52,Sales,3.2,2,3,37600,0,No,22.9,2,9.6,1.1,Yes
40,Research & Development,0.9,1,2,52700,4,No,17.1,4,5.5,2.3,No
43,Research & Development,8.0,3,4,44900,2,No,24.2,2,2.5,2.8,No
37,Sales,2.8,3,4,20600,8,No,8.0,3,2.0,3.8,No
44,Research & Development,3.3,4,3,84000,2,No,9.2,3,0.1,0.0,No
39,Sales,1.1,4,2,30000,2,No,16.8,3,16.0,4.9,Yes
31,Sales,7.1,3,3,42200,3,No,24.4,3,0.2,0.0,No
54,Sales,3.3,2,2,27300,2,Yes,12.1,2,2.2,1.4,No
47,Research & Development,4.9,3,1,45500,1,No,19.4,2,0.7,0.0,Yes
53,Research & Development,10.1,3,4,24800,4,Yes,9.4,2,11.6,0.8,No
23,Sales,16.0,3,2,26700,3,No,12.2,3,24.4,1.1,No
59,Research & Development,3.2,3,2,32100,5,No,15.9,3,7.6,10.0,No
37,Research & Development,20.3,2,4,69900,3,No,14.0,3,0.9,0.0,No
33,Research & Development,4.1,3,1,31400,2,No,18.4,3,13.4,0.5,Yes
36,Sales,20.0,2,2,36900,3,No,19.3,3,0.4,0.0,No
26,Research & Development,5.3,3,3,53800,1,Yes,21.2,3,6.4,1.2,No
36,Research & Development,15.6,2,4,31300,4,No,18.6,4,11.7,3.2,No
54,Sales,2.2,4,3,48900,0,Yes,18.5,4,3.7,0.8,No
49,Sales,2.4,3,4,24200,4,No,19.4,3,24.0,0.1,No
59,Sales,12.4,4,3,35100,3,Yes,22.6,3,12.4,6.8,No
23,Sales,20.2,3,4,38600,2,No,19.6,3,6.9,0.7,No
44,Human Resources,3.4,3,3,26300,3,No,24.0,3,5.9,7.9,No
26,Sales,7.2,4,1,33400,1,No,17.0,3,4.2,2.0,No
42,Research & Development,2.1,3,4,44100,4,No,20.3,4,16.1,1.0,No
44,Sales,7.0,1,3,50700,3,No,21.9,2,10.9,1.7,No
44,Sales,6.3,2,4,65300,2,No,24.5,4,4.6,3.2,No
59,Human Resources,3.9,1,3,40100,3,Yes,16.7,3,0.5,0.0,No
38,Sales,7.9,2,3,43500,3,No,9.0,3,14.1,2.1,No
45,Research & Development,0.4,2,4,34700,1,No,13.5,3,0.2,0.0,No
58,Research & Development,2.1,4,4,60200,3,No,20.3,3,0.3,0.0,Yes
22,Research & Development,1.1,2,3,39400,2,No,9.8,2,7.5,3.6,No
31,Research & Development,12.8,2,4,26700,2,No,16.7,2,3.3,0.0,No
33,Research & Development,3.7,1,4,24400,3,Yes,16.8,3,6.0,2.1,No
25,Research & Development,4.7,3,4,42700,3,Yes,13.5,2,3.9,2.6,No
45,Sales,2.8,3,2,20000,2,No,23.0,3,4.7,0.0,No
46,Research & Development,7.1,3,3,59000,2,No,9.5,3,2.4,6.1,No
35,Research & Development,11.7,4,2,31400,6,No,13.3,4,6.6,5.4,No
25,Human Resources,1.9,3,3,30300,1,No,19.1,3,1.2,3.2,No
25,Sales,2.5,3,4,61000,1,No,22.2,3,1.1,1.7,No
56,Research & Development,18.6,4,2,36300,3,Yes,14.9,3,0.1,0.0,No
41,Research & Development,1.7,2,3,49800,1,No,15.7,3,2.4,9.0,No
32,Research & Development,8.9,3,4,63700,2,No,20.0,3,4.8,1.0,No
29,Sales,7.7,4,3,34700,2,No,23.6,3,8.0,3.4,No
51,Research & Development,45.6,3,4,27900,5,Yes,13.6,4,2.5,0.4,No
54,Sales,29.6,3,3,20000,1,Yes,22.8,3,0.2,0.0,No
53,Research & Development,21.1,1,4,43000,2,No,20.6,3,2.0,5.1,No
32,Research & Development,6.4,2,4,31600,0,Yes,16.4,3,8.8,1.1,No
39,Research & Development,54.0,3,3,29100,4,No,18.4,4,0.2,0.0,Yes
50,Research & Development,22.8,2,3,47400,3,Yes,17.6,3,0.8,0.0,Yes
29,Sales,12.4,3,4,37500,4,No,9.4,4,1.9,1.7,No
52,Sales,5.6,3,2,21100,1,No,17.4,3,13.4,6.4,No
43,Sales,9.6,4,4,33000,1,No,11.6,1,10.9,7.4,No
50,Sales,2.9,3,4,45000,0,Yes,21.9,2,3.4,0.7,No
28,Sales,48.9,2,2,26400,1,No,16.5,4,1.8,3.9,Yes
38,Sales,9.0,3,3,40500,1,No,19.1,3,13.5,0.9,No
30,Research & Development,5.6,1,4,59100,2,Yes,14.5,3,25.8,5.3,No
25,Sales,26.2,3,4,32200,1,No,19.4,3,0.3,0.0,No
58,Sales,2.5,3,4,23000,2,No,13.2,2,18.9,1.1,No
33,Research & Development,3.9,1,4,38600,6,No,9.2,3,0.4,0.0,No
36,Human Resources,5.2,1,2,25400,1,No,13.8,4,0.2,0.0,No
49,Research & Development,16.7,2,4,24000,5,Yes,13.1,3,5.0,2.3,No
25,Sales,7.5,3,2,26600,1,No,12.3,3,26.9,1.6,Yes
57,Research & Development,20.9,3,3,64900,5,No,19.6,3,22.5,5.3,Yes
37,Research & Development,0.1,2,4,45100,0,No,22.3,4,18.0,0.2,No
25,Research & Development,0.0,1,3,64900,3,No,8.6,2,1.2,0.6,No
59,Sales,10.4,3,3,25800,6,No,17.4,3,10.5,0.1,No
39,Sales,7.3,2,2,41400,3,No,23.6,3,6.1,2.2,Yes
22,Research & Development,12.4,1,2,45200,2,No,13.3,3,18.9,2.4,Yes
24,Sales,3.4,1,3,26700,2,No,18.9,3,8.8,1.2,No
35,Human Resources,10.3,3,3,20000,3,No,18.6,3,0.8,0.0,No
31,Sales,3.3,3,3,44800,5,No,22.1,3,5.3,1.6,No
54,Research & Development,6.4,1,3,25500,3,No,19.7,3,26.0,12.3,No
54,Research & Development,4.1,2,3,46900,2,Yes,10.1,3,6.0,0.1,No
58,Research & Development,3.9,2,4,71100,1,Yes,11.3,3,1.4,1.9,No
30,Research & Development,1.8,1,2,66000,1,No,15.2,2,5.9,1.1,Yes
31,Human Resources,5.6,2,2,20500,3,No,22.3,3,9.5,1.4,Yes
42,Research & Development,2.4,1,4,35800,2,Yes,13.5,3,8.6,5.8,No
25,Sales,8.3,2,1,30800,3,No,23.7,2,0.1,0.0,No
41,Sales,1.2,2,3,25100,3,No,20.6,3,3.5,0.2,No
34,Research & Development,13.9,3,3,36600,2,No,9.4,4,0.5,0.0,No
39,Research & Development,8.4,3,1,71900,0,No,24.3,3,2.4,0.9,Yes
52,Sales,10.9,3,4,35100,1,No,18.8,4,1.1,2.1,No
53,Research & Development,25.0,4,4,25500,2,No,10.3,3,17.4,2.4,No
37,Human Resources,4.9,4,4,27900,1,Yes,16.1,3,2.5,8.3,No
40,Research & Development,2.0,3,4,60000,1,No,8.2,3,7.8,3.5,No
40,Research & Development,1.0,4,4,47500,5,Yes,14.1,3,2.4,6.5,No
36,Research & Development,33.0,2,4,44200,1,No,8.8,3,7.8,4.8,No
29,Human Resources,18.2,3,1,27900,3,Yes,9.2,3,4.0,3.2,No
37,Research & Development,2.8,4,1,49600,5,No,23.3,4,0.6,0.0,No
56,Sales,0.7,1,1,45000,1,No,11.8,3,9.6,0.8,No
30,Sales,0.3,4,4,27000,3,No,15.2,3,4.6,2.1,No
25,Sales,20.0,2,3,33700,1,No,11.5,2,3.8,9.7,No
52,Research & Development,11.3,1,2,28100,1,Yes,10.9,3,7.6,1.2,Yes
30,Human Resources,6.9,2,4,29200,3,No,18.3,2,3.3,0.6,No
36,Research & Development,5.4,2,4,20500,3,No,19.1,3,1.9,7.4,No
58,Sales,20.5,4,4,50100,4,No,8.3,3,1.3,6.9,No
34,Research & Development,6.7,3,3,48300,5,Yes,9.4,4,10.8,0.1,No
57,Research & Development,32.2,2,2,58900,4,No,23.7,1,5.0,2.8,No
49,Sales,12.7,3,4,86400,0,No,23.6,3,14.9,2.8,No
41,Human Resources,0.2,2,3,53200,5,No,12.8,3,1.5,1.5,No
