Age,Income,CreditScore,AccountAgeMonths,NumTransactions,AvgTransactionAmount,CustomerTier,Region,Feedback,SignupDate,Target,IsDrifted
29.2,59.84,635.8,3.5,14,30.21,Bronze,South,Good,2022-05-04,0,0
54.6,57.5,730.0,6.1,18,7.07,Gold,South,Good,2020-11-22,1,0
44.9,47.06,801.9,11.2,14,30.72,Gold,West,Good,2021-05-03,1,0
43.4,61.29,659.6,6.9,11,26.51,Bronze,West,Good,2020-06-18,0,0
28.6,103.05,739.2,3.9,13,33.24,Silver,West,Good,2020-05-21,1,0
30.3,70.47,638.8,6.7,18,9.51,Silver,West,Good,2023-12-19,0,0
52.0,58.23,701.6,20.4,17,19.88,Bronze,East,Poor,2020-06-16,1,0
36.5,62.3,709.6,11.7,13,40.78,Bronze,North,Poor,2022-01-23,0,0
35.9,199.51,699.7,0.1,24,27.12,Gold,East,Good,2022-04-27,1,0
35.8,,606.7,1.0,9,101.86,Gold,South,Average,2022-06-05,1,0
34.1,23.99,748.7,10.4,13,12.89,Silver,South,Average,2020-04-06,0,0
37.3,132.13,695.1,6.6,14,13.32,Silver,South,Good,2023-06-25,1,0
51.0,33.78,699.0,8.6,11,103.52,Silver,North,Good,2023-05-22,0,0
27.2,106.08,616.6,33.1,12,22.34,Silver,East,Good,2023-11-25,1,0
30.2,58.12,693.9,0.2,12,27.78,Gold,South,Average,2020-10-26,0,0
28.7,28.41,774.8,5.1,20,44.91,Bronze,South,Average,2020-02-29,1,0
57.0,107.99,707.7,2.6,11,5.45,Platinum,South,Average,2020-07-26,1,0
64.9,126.26,747.6,6.2,22,5.73,Bronze,North,Poor,2022-10-04,0,0
47.2,90.45,729.8,3.1,15,18.87,Gold,East,Good,2024-01-08,1,0
43.9,103.59,776.2,1.0,15,20.29,Silver,North,Average,2022-08-30,1,0
52.7,57.88,625.9,2.6,13,6.51,Bronze,North,Good,2022-05-30,1,0
48.6,35.95,701.1,5.2,22,24.22,Bronze,South,Good,2020-08-15,0,0
32.6,166.97,784.5,2.5,10,21.49,Gold,North,Average,2023-03-19,1,0
44.5,91.56,641.4,0.8,16,20.91,Gold,East,Good,2022-08-05,1,0
43.0,20.81,702.4,26.6,15,32.8,Platinum,West,Good,2020-11-27,1,0
33.2,194.87,736.3,1.1,20,8.49,Bronze,South,Average,2021-10-12,1,0
53.8,,622.2,2.1,18,32.48,Bronze,South,Good,2022-09-22,0,0
24.8,29.58,671.0,0.6,12,16.08,Bronze,East,Good,2021-06-16,0,0
44.7,122.61,647.5,0.6,15,70.07,Silver,West,Poor,2022-01-31,1,0
43.6,75.96,647.0,9.4,26,16.59,Bronze,South,Poor,2022-07-15,1,0
40.5,54.1,719.9,1.5,11,170.84,Bronze,East,Average,2024-02-08,0,0
32.2,106.59,727.3,3.2,18,8.7,Silver,North,Average,2021-11-21,1,0
42.2,22.93,706.0,3.5,14,24.08,Bronze,South,Good,2022-12-27,0,0
51.4,85.77,737.9,1.8,18,4.89,Bronze,West,Good,2021-02-01,0,0
27.4,96.75,732.3,1.8,12,33.31,Bronze,West,Average,2022-09-08,0,0
44.2,126.07,654.5,5.5,21,5.54,Silver,North,Good,2021-01-03,1,0
43.3,81.11,677.2,0.1,12,17.11,Bronze,East,Good,2021-06-24,1,0
55.9,85.97,673.4,0.0,21,42.78,Bronze,East,Good,2023-05-18,0,0
33.6,100.55,646.0,3.3,11,6.18,Silver,West,Poor,2021-07-13,1,0
28.9,128.66,735.2,2.1,14,22.0,Bronze,West,Poor,2020-08-17,0,0
34.3,391.29,775.4,17.5,15,14.37,Silver,East,Poor,2022-09-16,1,0
52.7,91.73,762.5,15.7,6,7.09,Bronze,South,Good,2022-06-27,1,0
59.5,348.66,691.8,8.4,13,8.83,Silver,West,Average,2023-09-22,1,0
38.4,,728.2,11.1,14,26.6,Bronze,North,Average,2021-05-24,1,0
62.3,65.27,590.1,4.9,18,16.81,Gold,North,Good,2020-08-31,0,0
45.7,130.4,683.6,0.1,14,13.57,Gold,West,Poor,2023-11-14,1,0
49.8,68.97,733.5,15.1,16,13.62,Gold,South,Good,2021-07-23,1,0
57.2,128.76,682.8,6.5,11,47.43,Bronze,North,Average,2023-09-03,0,0
28.5,79.99,677.2,0.7,16,43.84,Silver,West,Good,2022-01-16,1,0
9.9,74.6,758.1,22.2,17,23.99,Silver,South,Average,2021-08-15,1,0
53.9,126.16,669.6,1.3,19,10.21,Gold,South,Good,2022-02-16,1,0
24.4,,707.5,5.3,19,13.52,Silver,South,Good,2021-07-27,1,0
50.6,126.93,705.7,1.2,12,119.73,Bronze,West,Poor,2023-01-21,1,0
55.4,48.06,669.8,6.9,19,39.64,Platinum,North,Good,2020-06-15,1,0
38.5,47.66,698.9,3.0,19,43.07,Bronze,North,Average,2022-05-09,1,0
38.0,69.41,643.2,10.3,15,70.51,Gold,East,Average,2022-06-25,1,0
44.9,33.93,769.7,2.8,20,17.05,Silver,North,Average,2021-10-14,1,0
53.1,83.67,,1.8,14,9.0,Bronze,West,Average,2020-10-28,0,0
40.7,401.32,621.8,5.6,12,22.88,Bronze,East,Good,2023-05-20,0,0
38.0,142.15,619.9,0.0,17,14.93,Silver,South,Average,2021-02-11,1,0
46.9,,680.5,5.1,15,9.64,Bronze,West,Good,2022-10-11,0,0
32.3,79.23,623.8,6.6,15,50.37,Bronze,North,Good,2020-07-21,1,0
42.4,89.35,706.7,8.2,17,80.56,Silver,East,Good,2020-12-15,1,0
53.0,40.38,799.2,2.8,14,36.46,Silver,North,Average,2022-09-22,1,0
50.4,50.98,734.5,1.0,13,14.03,Silver,North,Poor,2020-05-27,0,0
49.4,157.45,684.5,1.0,11,11.31,Bronze,East,Good,2023-07-30,1,0
5.7,158.51,710.4,2.1,18,31.1,Bronze,West,Average,2023-07-23,0,0
43.9,147.94,716.1,1.6,8,20.96,Silver,South,Average,2023-03-14,1,0
34.9,,688.2,18.9,14,95.65,Gold,West,Good,2021-07-25,1,0
30.1,137.99,715.4,20.6,16,10.46,Silver,West,Poor,2023-11-13,1,0
26.6,35.69,656.8,2.4,21,34.96,Gold,East,Good,2023-06-06,0,0
54.0,258.8,644.7,1.6,12,27.85,Platinum,West,Good,2020-05-21,1,0
30.6,52.97,668.0,8.2,17,7.75,Silver,South,Good,2022-08-04,0,0
38.3,51.21,767.3,5.7,10,18.52,Bronze,North,Good,2020-07-04,1,0
23.6,451.51,664.0,4.3,21,30.58,Silver,East,Poor,2020-07-11,1,0
33.8,81.13,642.4,0.3,17,42.84,Bronze,North,Average,2022-07-24,0,0
58.8,77.97,600.2,0.0,11,19.21,Bronze,West,Good,2021-10-25,1,0
38.7,65.14,682.4,12.0,20,45.59,Bronze,West,Good,2022-03-02,1,0
38.8,82.65,704.2,1.2,17,6.83,Bronze,East,Good,2022-09-07,0,0
12.9,58.36,648.8,0.4,21,50.92,Bronze,North,Average,2020-05-13,1,0
32.7,198.29,698.5,3.1,16,6.31,Bronze,North,Poor,2021-02-21,1,0
29.1,90.4,709.6,17.2,17,17.83,Silver,West,Average,2023-03-02,1,0
44.0,57.54,703.7,3.8,19,8.32,Bronze,South,Poor,2023-09-24,0,0
34.2,64.35,817.3,2.0,16,7.48,Bronze,East,Average,2021-02-08,1,0
46.5,180.76,627.8,2.2,21,28.67,Silver,West,Good,2023-06-06,1,0
25.5,178.03,670.6,4.5,17,6.97,Gold,North,Average,2021-03-07,1,0
46.2,99.85,654.0,4.8,16,12.46,Gold,East,Good,2021-09-18,0,0
48.0,176.68,667.3,4.3,13,17.62,Silver,South,Average,2022-06-27,0,0
18.4,119.53,709.7,3.3,18,11.54,Platinum,South,Good,2021-08-03,1,0
27.2,165.67,730.5,14.6,12,12.57,Gold,West,Poor,2020-03-26,1,0
40.4,37.06,600.4,1.5,9,20.41,Bronze,East,Good,2021-04-08,0,0
30.6,102.16,661.4,0.8,17,75.93,Bronze,West,Poor,2023-08-01,1,0
40.8,45.08,770.7,2.0,10,12.36,Gold,South,Poor,2020-05-28,1,0
44.5,97.68,645.3,7.9,10,133.54,Silver,South,Good,2022-06-28,0,0
30.6,29.59,616.5,2.9,12,82.48,Silver,North,Good,2023-02-09,0,0
47.2,63.81,796.1,3.1,12,54.58,Gold,South,Average,2024-01-19,1,0
50.1,202.6,702.4,3.8,17,43.56,Bronze,North,Good,2023-07-05,1,0
26.0,35.51,645.1,0.5,12,31.29,Bronze,West,Good,2020-12-23,0,0
45.7,50.75,713.5,2.5,14,22.82,Bronze,South,Poor,2023-09-08,0,0
30.1,109.78,604.4,2.1,13,57.88,Gold,North,Good,2020-12-15,1,0
36.6,88.4,748.1,4.5,14,19.23,Bronze,North,Average,2022-03-24,0,0
29.4,210.07,675.2,1.4,10,92.22,Gold,North,Average,2023-12-21,1,0
41.8,98.61,768.6,9.5,14,14.9,Gold,West,Poor,2023-01-14,1,0
55.6,78.1,765.9,7.0,16,26.43,Gold,West,Average,2021-03-18,1,0
59.7,109.29,746.8,1.9,13,32.06,Bronze,North,Average,2022-11-16,0,0
52.9,39.25,770.4,3.7,11,84.13,Silver,West,Good,2023-03-30,0,0
24.3,59.65,715.6,2.2,17,121.49,Platinum,East,Average,2022-01-08,1,0
65.7,55.51,630.3,4.8,12,84.04,Silver,West,Good,2020-03-24,1,0
15.7,68.06,748.0,5.9,22,48.95,Bronze,South,Good,2022-08-21,1,0
36.9,75.9,657.8,0.7,29,30.65,Bronze,North,Poor,2020-06-13,0,0
38.1,28.36,581.8,5.4,14,56.9,Bronze,East,Average,2022-01-04,0,0
26.0,70.34,590.8,0.7,10,6.55,Gold,West,Good,2022-07-28,0,0
37.4,113.44,695.9,2.2,28,8.77,Platinum,West,Good,2021-01-20,1,0
44.0,94.53,769.6,0.2,19,145.33,Platinum,East,Good,2020-04-27,0,0
,54.28,622.6,1.6,14,48.87,Gold,East,Average,2023-02-05,0,0
23.1,64.39,692.9,5.3,18,33.86,Silver,East,Average,2022-02-23,1,0
48.6,57.75,747.5,4.5,16,25.18,Silver,West,Good,2022-11-14,1,0
21.6,112.74,717.2,3.7,11,53.41,Bronze,West,Good,2021-07-06,1,0
19.8,45.69,735.3,13.8,18,56.02,Silver,East,Good,2022-01-09,1,0
41.0,53.98,720.3,11.2,9,14.24,Silver,East,Average,2021-08-28,0,0
32.6,100.95,651.3,0.0,10,11.71,Bronze,East,Average,2023-03-29,1,0
15.0,125.42,655.9,4.5,16,15.04,Bronze,South,Good,2022-09-21,1,0
34.1,61.8,615.8,7.8,15,8.98,Silver,South,Poor,2020-08-17,0,0
30.2,193.34,664.2,10.0,10,3.63,Silver,North,Average,2021-06-03,1,0
65.5,155.59,727.9,3.6,10,21.82,Silver,West,Average,2021-09-14,0,0
34.5,71.35,730.1,3.8,15,15.4,Bronze,West,Good,2023-11-14,1,0
32.6,75.26,707.0,4.6,13,9.47,Silver,South,Poor,2020-01-11,1,0
39.7,148.66,658.9,2.8,13,22.77,Bronze,East,Good,2022-10-31,0,0
41.0,79.06,707.5,6.6,20,6.23,Platinum,West,Poor,2021-01-29,1,0
54.5,117.49,659.1,1.5,13,38.54,Bronze,North,Good,2020-03-17,0,0
22.1,62.47,698.1,4.2,5,15.76,Bronze,East,Poor,2020-01-10,1,0
26.2,133.91,702.3,25.0,14,3.92,Silver,North,Poor,2023-12-05,1,0
,121.18,703.9,5.7,20,30.89,Platinum,East,Good,2023-11-18,1,0
43.4,51.94,667.2,0.2,17,89.93,Bronze,East,Good,2023-08-01,1,0
35.2,,749.7,2.7,15,23.38,Bronze,North,Good,2023-05-23,0,0
31.3,69.49,662.7,3.1,14,4.84,Gold,East,Good,2021-03-20,0,0
34.9,58.24,698.6,13.5,9,8.38,Bronze,West,Average,2022-06-21,0,0
50.8,162.57,666.0,17.5,19,258.33,Bronze,West,Average,2023-03-05,1,0
37.5,52.67,738.7,4.8,16,85.63,Bronze,East,Poor,2023-02-15,0,0
30.5,57.16,716.9,9.6,18,28.3,Silver,South,Average,2021-06-13,1,0
47.6,55.68,697.3,2.0,15,4.72,Platinum,South,Average,2023-08-19,1,0
25.5,136.94,737.2,0.6,20,10.37,Bronze,West,Good,2022-11-18,1,0
40.4,54.38,624.9,15.3,15,40.08,Bronze,East,Good,2022-12-04,0,0
36.0,80.05,674.2,2.2,18,5.01,Gold,North,Good,2023-11-04,1,0
39.8,109.1,625.1,3.6,12,23.09,Bronze,North,Average,2022-07-25,0,0
34.7,111.3,654.2,2.3,14,8.75,Platinum,North,Average,2021-05-04,1,0
52.5,182.6,792.1,5.1,18,28.68,Silver,North,Good,2021-06-04,1,0
40.2,75.27,700.3,1.9,14,248.29,Bronze,North,Average,2020-04-19,1,0
61.0,74.59,744.0,0.1,14,3.82,Silver,East,Average,2021-12-05,0,0
46.1,349.99,757.9,1.1,18,12.11,Bronze,East,Good,2023-04-23,1,0
30.6,127.95,698.5,4.4,18,4.3,Bronze,South,Good,2022-12-07,1,0
34.8,,762.3,4.5,14,22.48,Bronze,North,Good,2024-01-23,1,0
45.9,51.31,692.7,6.6,13,29.46,Bronze,West,Good,2023-12-23,1,0
35.1,55.91,656.1,2.2,14,20.56,Silver,North,Good,2023-10-26,1,0
30.9,65.31,707.6,5.6,11,12.79,Platinum,North,Good,2023-01-28,1,0
30.8,149.96,687.5,1.8,16,23.28,Silver,West,Good,2021-01-19,1,0
11.9,189.12,657.2,8.6,18,81.9,Gold,West,Average,2021-03-14,1,0
38.1,47.89,707.7,6.6,14,46.32,Silver,East,Good,2022-04-28,1,0
42.0,53.63,679.6,0.2,17,32.98,Bronze,South,Good,2023-12-03,0,0
37.3,91.08,714.3,1.5,9,12.12,Bronze,North,Good,2021-11-14,1,0
25.6,119.25,,4.3,15,10.26,Silver,West,Good,2021-07-15,1,0
41.3,59.73,649.5,2.0,13,28.36,Bronze,East,Average,2023-03-20,1,0
41.2,123.8,779.2,6.4,14,7.66,Bronze,South,Good,2022-10-07,0,0
45.9,54.06,680.9,8.9,13,36.62,Bronze,East,Average,2023-09-12,1,0
40.3,134.95,745.8,4.2,13,42.3,Bronze,West,Good,2023-03-05,0,0
34.0,29.27,621.0,1.7,11,13.49,Silver,South,Average,2021-04-29,0,0
24.2,100.46,745.0,2.7,14,11.42,Bronze,East,Good,2020-01-30,1,0
37.1,73.97,650.9,3.5,17,6.52,Platinum,North,Average,2020-02-11,1,0
48.7,145.63,756.1,7.7,15,10.74,Gold,West,Good,2020-03-12,0,0
61.5,108.6,742.2,21.4,11,87.62,Gold,South,Good,2022-10-09,1,0
36.0,72.26,718.4,10.4,10,34.49,Bronze,North,Good,2024-01-04,1,0
52.5,157.16,697.3,17.3,21,55.28,Silver,North,Average,2022-07-28,0,0
33.5,187.58,719.8,4.8,22,23.52,Platinum,West,Good,2023-11-29,1,0
14.5,89.68,733.3,1.0,14,24.24,Silver,East,Poor,2023-05-02,1,0
30.8,,700.5,2.2,15,7.32,Bronze,West,Average,2022-02-06,0,0
43.1,55.25,655.4,0.1,14,63.91,Bronze,East,Average,2020-03-30,1,0
55.1,129.74,677.5,7.2,15,12.81,Silver,West,Average,2023-10-17,1,0
22.5,76.36,678.2,2.7,16,13.67,Bronze,West,Poor,2023-04-02,0,0
27.5,110.25,690.6,8.5,7,16.73,Gold,North,Good,2022-10-13,1,0
27.3,84.19,639.5,7.0,11,16.88,Silver,North,Good,2023-06-25,0,0
34.7,71.15,673.9,14.9,23,58.16,Silver,North,Poor,2021-01-08,1,0
31.6,71.47,738.5,9.3,14,5.54,Bronze,East,Average,2022-10-15,1,0
29.0,145.87,793.3,7.6,14,32.66,Gold,South,Poor,2023-08-29,1,0
22.2,86.81,631.1,3.4,10,52.72,Silver,North,Average,2022-02-19,1,0
20.3,40.54,781.6,1.4,14,11.56,Bronze,East,Good,2020-02-22,1,0
34.9,53.96,681.1,7.6,18,27.37,Silver,South,Good,2022-03-11,1,0
35.7,60.65,751.4,1.9,19,29.82,Bronze,West,Average,2020-08-15,0,0
55.3,447.01,699.3,7.1,15,10.73,Gold,North,Good,2022-04-12,1,0
43.7,44.27,669.7,6.1,12,10.29,Platinum,West,Good,2021-08-02,1,0
10.8,38.29,644.8,10.1,14,28.08,Gold,North,Good,2021-06-13,1,0
51.5,54.66,738.7,8.6,14,12.55,Silver,West,Good,2020-07-03,0,0
48.9,38.41,658.0,0.1,16,11.13,Bronze,North,Good,2021-10-19,1,0
31.5,55.35,689.7,9.8,9,14.28,Bronze,East,Poor,2022-02-10,1,0
37.5,,658.9,2.6,18,5.51,Bronze,East,Average,2021-06-30,0,0
43.0,98.96,607.1,3.3,18,60.51,Silver,North,Poor,2023-03-18,1,0
34.2,67.18,694.1,9.9,9,22.15,Bronze,East,Good,2023-05-11,1,0
33.1,54.6,712.6,0.6,11,7.28,Bronze,East,Good,2021-01-10,0,0
38.3,366.62,611.9,9.7,18,30.94,Platinum,East,Average,2022-02-01,1,0
52.8,43.76,679.3,10.6,17,13.22,Bronze,South,Average,2020-08-22,1,0
32.3,98.09,659.8,0.7,11,24.23,Silver,South,Good,2021-08-06,1,0
41.6,,644.5,4.2,17,11.93,Gold,West,Average,2022-07-04,0,0
33.1,232.41,684.7,5.0,17,38.09,Bronze,West,Good,2022-01-07,1,0
47.5,150.23,673.5,1.4,15,55.41,Bronze,East,Good,2022-12-19,1,0
56.2,58.96,719.7,5.2,18,32.06,Silver,South,Good,2023-10-01,1,0
36.4,108.28,628.4,0.8,16,8.93,Silver,West,Average,2021-10-25,0,0
23.4,55.13,671.8,0.7,16,12.78,Gold,East,Poor,2020-05-19,0,0
43.0,143.97,689.3,4.9,11,33.3,Platinum,West,Average,2022-05-15,1,0
55.3,23.32,792.7,0.0,20,42.72,Silver,West,Poor,2023-01-09,1,0
50.7,119.86,734.8,0.3,20,6.61,Gold,West,Good,2023-10-29,1,0
38.8,31.5,605.0,1.5,19,16.45,Bronze,West,Good,2022-04-07,1,0
47.9,226.07,702.8,0.0,19,11.45,Silver,South,Good,2021-06-08,0,0
38.7,132.13,755.2,3.9,15,28.28,Silver,South,Average,2020-05-18,1,0
45.9,58.97,734.4,2.4,15,29.63,Bronze,East,Average,2020-05-12,1,0
45.7,77.67,761.5,0.8,10,9.95,Bronze,North,Poor,2023-05-25,1,0
47.8,79.36,722.4,4.2,15,3.99,Bronze,West,Good,2023-05-10,1,0
30.0,139.41,621.4,1.4,16,12.05,Gold,East,Poor,2023-06-27,1,0
,155.03,706.5,1.8,12,23.66,Bronze,North,Good,2023-10-06,1,0
73.2,281.14,684.2,7.7,15,13.99,Bronze,East,Good,2021-11-19,0,0
33.8,75.05,698.0,0.5,11,20.77,Bronze,East,Good,2021-10-28,1,0
53.7,71.38,754.1,1.5,11,19.61,Silver,South,Good,2021-03-12,0,0
42.6,303.6,708.8,0.7,13,44.41,Platinum,East,Poor,2021-10-31,1,0
45.4,188.16,672.8,6.9,11,35.8,Silver,East,Good,2024-01-28,1,0
23.5,41.24,655.3,1.8,12,22.13,Silver,South,Good,2020-05-29,1,0
27.6,82.33,766.6,6.1,17,1.6,Bronze,South,Good,2020-11-03,1,0
40.0,79.06,786.6,2.4,19,12.64,Silver,North,Average,2021-06-11,1,0
20.1,95.16,630.2,0.6,19,22.2,Bronze,West,Good,2021-02-26,1,0
36.5,163.93,751.5,1.8,12,41.82,Gold,South,Poor,2020-08-16,1,0
48.7,212.87,687.3,3.2,18,12.97,Silver,North,Good,2023-07-29,0,0
39.1,139.53,665.7,6.6,17,17.75,Silver,South,Good,2023-04-25,1,0
14.5,59.79,736.3,1.0,14,9.49,Bronze,East,Good,2021-10-14,1,0
48.4,75.5,805.5,0.6,15,17.16,Bronze,North,Poor,2023-05-07,0,0
26.6,21.96,,13.1,14,27.36,Gold,North,Good,2021-09-07,1,0
63.2,22.09,661.8,6.0,11,12.82,Bronze,East,Average,2023-09-24,0,0
25.2,87.95,746.1,6.1,14,31.3,Bronze,South,Good,2022-01-11,1,0
27.9,122.4,719.8,10.8,12,12.72,Bronze,East,Good,2021-09-14,1,0
31.4,101.18,691.0,2.8,12,14.57,Bronze,East,Average,2022-10-06,1,0
11.2,32.49,697.2,2.3,12,5.8,Gold,North,Good,2021-11-27,1,0
41.9,89.64,733.8,0.5,12,28.93,Silver,East,Good,2021-04-07,1,0
28.5,49.74,707.5,4.7,13,46.61,Bronze,South,Good,2022-06-02,0,0
46.2,52.1,708.2,2.4,18,13.72,Bronze,East,Poor,2021-04-07,0,0
43.8,,665.7,6.0,8,35.8,Bronze,East,Poor,2022-11-26,0,0
25.6,50.87,747.0,5.1,12,23.95,Silver,North,Good,2021-07-21,1,0
24.1,24.98,648.6,0.0,12,7.17,Bronze,West,Average,2022-06-08,0,0
45.6,38.12,690.6,7.1,14,112.78,Gold,North,Good,2023-04-21,1,0
63.8,,764.5,3.6,17,15.84,Bronze,North,Average,2024-01-11,1,0
44.6,174.27,723.4,5.4,13,13.53,Bronze,West,Average,2023-10-01,0,0
69.7,51.28,770.7,1.1,12,36.93,Bronze,North,Average,2020-07-11,0,0
30.9,94.85,705.5,12.6,21,10.85,Bronze,East,Poor,2021-05-17,1,0
35.0,95.67,744.4,0.4,21,44.67,Platinum,West,Good,2020-10-12,1,0
30.3,,,1.2,12,173.35,Gold,South,Poor,2023-09-23,0,0
33.1,41.98,706.6,2.2,7,20.56,Gold,East,Average,2023-05-02,1,0
36.3,,672.0,8.3,18,58.08,Platinum,North,Average,2023-11-21,1,0
47.3,50.64,724.7,0.7,18,27.7,Silver,West,Good,2020-01-12,0,0
61.4,87.73,694.7,0.6,15,6.6,Silver,South,Average,2020-07-25,0,0
36.6,80.34,697.0,0.0,15,27.33,Gold,West,Poor,2024-01-09,0,0
47.1,94.14,722.8,3.2,13,9.12,Gold,East,Good,2023-06-16,0,0
23.9,23.81,624.7,7.3,9,33.84,Silver,North,Poor,2023-12-16,1,0
41.7,45.05,693.0,4.7,19,48.07,Gold,South,Average,2021-02-05,1,0
54.3,59.04,627.4,7.8,12,14.12,Silver,East,Good,2023-11-06,0,0
35.3,98.91,736.3,1.8,22,57.33,Silver,West,Good,2023-11-19,0,0
30.5,109.27,678.0,4.5,18,11.57,Gold,North,Good,2022-06-26,0,0
46.7,36.76,705.0,6.6,14,111.56,Bronze,West,Average,2021-05-22,1,0
51.7,258.4,703.7,8.5,15,109.22,Silver,West,Good,2023-09-21,1,0
32.7,87.79,674.9,0.6,9,17.4,Gold,East,Average,2021-09-29,1,0
31.1,64.64,731.7,2.7,14,11.48,Bronze,South,Good,2021-10-06,1,0
59.7,101.21,763.5,1.4,18,19.43,Bronze,South,Good,2022-12-19,0,0
26.9,94.2,,1.7,15,19.27,Silver,North,Good,2023-12-29,0,0
9.9,222.4,634.6,4.1,17,48.01,Bronze,East,Poor,2021-01-25,1,0
22.5,50.53,673.0,3.5,19,10.98,Bronze,South,Good,2020-10-31,1,0
19.8,65.6,746.1,6.3,23,6.47,Bronze,West,Good,2022-09-10,1,0
35.0,112.38,794.3,7.6,17,18.8,Silver,South,Good,2020-03-14,1,0
25.0,85.24,710.6,1.4,14,15.18,Platinum,West,Average,2021-07-28,1,0
49.2,148.4,671.0,2.1,11,9.64,Bronze,West,Average,2022-05-10,0,0
41.8,60.7,654.9,2.7,17,4.23,Silver,North,Average,2023-09-28,1,0
37.1,78.64,788.8,2.9,17,11.68,Bronze,South,Poor,2021-09-28,1,0
35.0,148.66,650.7,7.3,11,7.66,Bronze,West,Good,2021-11-19,1,0
43.7,37.7,638.5,3.7,12,59.44,Bronze,West,Poor,2022-11-17,1,0
31.9,264.07,756.1,2.1,16,28.58,Gold,East,Good,2023-05-27,1,0
36.0,37.75,710.8,4.0,14,14.34,Silver,West,Average,2023-04-01,1,0
47.2,92.35,744.2,0.7,15,134.42,Bronze,West,Good,2021-07-25,1,0
41.0,89.8,723.8,2.6,17,18.29,Bronze,East,Good,2023-12-21,1,0
51.5,125.56,727.4,2.4,20,15.4,Bronze,South,Average,2022-12-29,0,0
67.3,74.77,751.6,5.6,19,6.6,Bronze,South,Good,2021-07-06,0,0
39.2,66.92,684.5,1.7,12,17.72,Bronze,South,Good,2021-09-29,0,0
48.0,59.87,636.7,6.8,13,32.6,Silver,East,Poor,2020-02-18,0,0
28.1,81.43,682.1,5.1,14,17.67,Bronze,South,Good,2020-07-27,1,0
39.0,89.96,661.8,4.9,19,12.18,Silver,North,Good,2023-10-12,0,0
30.9,62.21,741.0,0.1,13,15.24,Gold,East,Poor,2023-09-24,0,0
49.4,45.37,717.9,1.4,16,11.39,Gold,North,Good,2020-12-27,0,0
54.3,246.53,785.8,9.4,17,22.71,Platinum,West,Good,2021-03-06,1,0
59.4,144.23,729.5,11.5,12,8.77,Gold,West,Good,2023-09-06,1,0
39.6,123.87,742.6,11.6,13,17.51,Bronze,East,Good,2020-10-25,1,0
50.2,32.69,730.5,1.6,16,100.31,Bronze,West,Good,2020-07-23,0,0
30.2,45.52,655.7,10.1,16,13.12,Silver,West,Average,2021-09-11,1,0
38.5,46.32,738.3,9.6,14,70.05,Bronze,South,Good,2021-08-09,1,0
41.8,183.96,726.1,17.3,13,18.88,Silver,South,Poor,2022-06-29,0,0
43.5,37.2,713.3,4.6,14,8.02,Bronze,South,Good,2022-02-05,1,0
35.4,38.45,755.6,4.0,9,27.84,Platinum,East,Average,2021-11-04,1,0
44.3,28.5,699.4,4.0,15,21.76,Bronze,North,Average,2022-11-03,0,0
35.9,188.6,692.3,4.1,18,7.13,Bronze,North,Good,2022-11-11,0,0
34.1,150.75,736.1,9.7,13,21.42,Bronze,East,Average,2023-06-28,1,0
30.8,101.4,648.3,0.2,29,41.79,Gold,North,Good,2020-01-21,1,0
59.0,90.81,687.6,0.3,13,9.31,Bronze,East,Poor,2023-04-28,0,0
46.5,170.11,727.2,1.7,14,28.5,Silver,West,Good,2023-08-21,1,0
29.6,35.43,647.0,7.8,13,7.04,Silver,West,Poor,2020-11-16,1,0
40.3,38.75,760.3,10.8,16,27.33,Silver,West,Average,2020-11-11,1,0
59.2,104.15,650.7,3.6,13,15.56,Silver,West,Average,2021-09-14,0,0
46.6,77.75,714.9,12.2,11,53.51,Silver,East,Good,2021-03-25,0,0
37.2,26.65,,2.2,18,26.21,Bronze,West,Good,2023-08-05,0,0
51.1,254.35,652.8,2.2,19,23.25,Gold,North,Good,2021-08-17,1,0
15.4,102.26,747.3,0.8,13,29.42,Gold,West,Average,2021-11-11,1,0
26.5,41.14,673.2,3.3,10,14.57,Gold,South,Good,2021-07-28,1,0
44.2,92.91,618.4,0.8,10,10.38,Gold,East,Poor,2022-10-06,1,0
28.3,177.53,713.6,1.2,12,7.79,Gold,East,Good,2023-10-14,1,0
18.0,148.09,732.3,0.1,11,30.89,Bronze,North,Good,2021-04-23,0,0
58.7,55.11,772.1,2.4,16,11.02,Silver,North,Good,2022-09-28,0,0
,85.81,680.8,6.2,19,7.84,Bronze,South,Good,2021-07-20,1,0
24.9,77.04,722.8,1.2,18,27.23,Gold,West,Average,2021-09-16,1,0
46.4,222.17,697.8,1.0,16,16.23,Bronze,South,Average,2022-09-18,1,0
42.4,37.26,527.3,3.1,9,27.32,Bronze,North,Good,2021-11-13,0,0
43.2,171.89,717.7,1.5,16,3.73,Platinum,North,Poor,2020-04-25,1,0
55.9,132.71,651.7,1.4,14,19.02,Bronze,South,Good,2024-01-04,0,0
39.1,27.87,643.5,6.1,17,31.87,Bronze,West,Good,2021-05-15,1,0
24.7,67.86,624.3,4.8,10,13.57,Gold,South,Average,2022-02-28,0,0
38.7,60.95,708.6,5.4,14,28.34,Bronze,East,Average,2020-02-28,1,0
16.5,107.29,694.4,0.7,18,39.63,Bronze,South,Average,2021-01-07,0,0
59.0,158.61,623.9,1.1,14,43.05,Bronze,East,Good,2023-05-17,0,0
